regime1,regime2,n,phylometric,statistic,p,epoch,mut_distn
plain,8 niche ecology,50,mean_pairwise_distance,0.0,7.556929455863566e-10,7,np.random.standard_normal
plain,8 niche ecology,50,sum_distance,0.0,7.556929455863566e-10,7,np.random.standard_normal
plain,8 niche ecology,50,mean_evolutionary_distinctiveness,0.0,7.556929455863566e-10,7,np.random.standard_normal
weak 4 niche ecology,4 niche ecology,50,colless_like_index,193.0,1.7796456927994258e-05,7,np.random.standard_normal
weak 4 niche ecology,4 niche ecology,50,mean_pairwise_distance,11.0,1.4685612927356851e-09,7,np.random.standard_normal
weak 4 niche ecology,4 niche ecology,50,sum_distance,0.0,7.556929455863566e-10,7,np.random.standard_normal
weak 4 niche ecology,4 niche ecology,50,mean_evolutionary_distinctiveness,0.0,7.556929455863566e-10,7,np.random.standard_normal
weak 4 niche ecology,8 niche ecology,50,colless_like_index,0.0,7.556929455863566e-10,7,np.random.standard_normal
weak 4 niche ecology,8 niche ecology,50,mean_pairwise_distance,0.0,7.556929455863566e-10,7,np.random.standard_normal
weak 4 niche ecology,8 niche ecology,50,sum_distance,0.0,7.556929455863566e-10,7,np.random.standard_normal
weak 4 niche ecology,8 niche ecology,50,mean_evolutionary_distinctiveness,0.0,7.556929455863566e-10,7,np.random.standard_normal
weak 4 niche ecology,plain,50,colless_like_index,139.0,1.4930817614885294e-06,7,np.random.standard_normal
weak 4 niche ecology,plain,50,mean_pairwise_distance,40.0,8.02968346961793e-09,7,np.random.standard_normal
weak 4 niche ecology,plain,50,sum_distance,0.0,7.556929455863566e-10,7,np.random.standard_normal
weak 4 niche ecology,plain,50,mean_evolutionary_distinctiveness,0.0,7.556929455863566e-10,7,np.random.standard_normal
