quality,n,phylometric,statistic,p,regime,epoch,mut_distn
33% resolution,50,mean_evolutionary_distinctiveness,608.0,0.7758190390045979,ecology,0,np.random.standard_normal
10% resolution,50,mean_evolutionary_distinctiveness,636.0,0.9884471006904338,ecology,0,np.random.standard_normal
3% resolution,50,mean_evolutionary_distinctiveness,620.0,0.8658498321715145,ecology,0,np.random.standard_normal
1% resolution,50,mean_pairwise_distance,603.0,0.7391055127705244,ecology,0,np.random.standard_normal
33% resolution,50,mean_pairwise_distance,0.0,7.556929455863566e-10,ecology,0,np.random.standard_normal
10% resolution,50,mean_pairwise_distance,24.0,3.1749592482457436e-09,ecology,0,np.random.standard_normal
3% resolution,50,mean_pairwise_distance,566.0,0.49006249702346216,ecology,0,np.random.standard_normal
1% resolution,50,sum_distance,623.0,0.888681686055255,ecology,0,np.random.standard_normal
33% resolution,50,sum_distance,602.0,0.73183063851359,ecology,0,np.random.standard_normal
10% resolution,50,sum_distance,634.0,0.973047420887899,ecology,0,np.random.standard_normal
3% resolution,50,sum_distance,621.0,0.8734489877977527,ecology,0,np.random.standard_normal
33% resolution,50,colless_like_index,0.0,7.556929455863566e-10,plain,0,np.random.standard_normal
10% resolution,50,colless_like_index,69.0,4.067656952108499e-08,plain,0,np.random.standard_normal
1% resolution,50,colless_like_index,614.0,0.8205387894383639,plain,0,np.random.standard_normal
3% resolution,50,colless_like_index,582.0,0.592126527158545,plain,0,np.random.standard_normal
33% resolution,50,mean_evolutionary_distinctiveness,595.0,0.6816120452366761,plain,0,np.random.standard_normal
10% resolution,50,mean_evolutionary_distinctiveness,549.0,0.3929303880925773,plain,0,np.random.standard_normal
1% resolution,50,mean_evolutionary_distinctiveness,567.0,0.4961523833965189,plain,0,np.random.standard_normal
3% resolution,50,mean_evolutionary_distinctiveness,518.0,0.24867781556558077,plain,0,np.random.standard_normal
33% resolution,50,mean_pairwise_distance,0.0,7.556929455863566e-10,plain,0,np.random.standard_normal
10% resolution,50,mean_pairwise_distance,8.0,1.2265120486349766e-09,plain,0,np.random.standard_normal
1% resolution,50,mean_pairwise_distance,624.0,0.8963138410681736,plain,0,np.random.standard_normal
3% resolution,50,mean_pairwise_distance,560.0,0.4543822927004746,plain,0,np.random.standard_normal
33% resolution,50,sum_distance,599.0,0.7101525415643333,plain,0,np.random.standard_normal
10% resolution,50,sum_distance,558.5,0.4456939567786775,plain,0,np.random.standard_normal
1% resolution,50,sum_distance,575.0,0.5462892344225676,plain,0,np.random.standard_normal
3% resolution,50,sum_distance,525.0,0.27748171276573774,plain,0,np.random.standard_normal
1% resolution,50,colless_like_index,632.0,0.9576577827172162,rich ecology,0,np.random.standard_normal
10% resolution,50,colless_like_index,76.0,5.949378648206278e-08,rich ecology,0,np.random.standard_normal
3% resolution,50,colless_like_index,542.0,0.35658693993847124,rich ecology,0,np.random.standard_normal
33% resolution,50,colless_like_index,0.0,7.556929455863566e-10,rich ecology,0,np.random.standard_normal
1% resolution,50,mean_evolutionary_distinctiveness,634.0,0.973047420887899,rich ecology,0,np.random.standard_normal
10% resolution,50,mean_evolutionary_distinctiveness,613.0,0.8130405737621077,rich ecology,0,np.random.standard_normal
3% resolution,50,mean_evolutionary_distinctiveness,608.0,0.7758190390045979,rich ecology,0,np.random.standard_normal
33% resolution,50,mean_evolutionary_distinctiveness,591.0,0.6535200579282296,rich ecology,0,np.random.standard_normal
1% resolution,50,mean_pairwise_distance,630.0,0.9422839110260988,rich ecology,0,np.random.standard_normal
10% resolution,50,mean_pairwise_distance,49.0,1.3394511022385218e-08,rich ecology,0,np.random.standard_normal
3% resolution,50,mean_pairwise_distance,539.0,0.34168156769403624,rich ecology,0,np.random.standard_normal
33% resolution,50,mean_pairwise_distance,0.0,7.556929455863566e-10,rich ecology,0,np.random.standard_normal
1% resolution,50,sum_distance,627.0,0.9192651438406544,rich ecology,0,np.random.standard_normal
10% resolution,50,sum_distance,613.0,0.8130405737621077,rich ecology,0,np.random.standard_normal
3% resolution,50,sum_distance,610.0,0.7906511428554124,rich ecology,0,np.random.standard_normal
33% resolution,50,sum_distance,585.0,0.6122971700099231,rich ecology,0,np.random.standard_normal
10% resolution,50,colless_like_index,432.0,0.04728385404001058,spatial structure,0,np.random.standard_normal
3% resolution,50,colless_like_index,590.0,0.6465711850099514,spatial structure,0,np.random.standard_normal
33% resolution,50,colless_like_index,5.0,1.0235189212610724e-09,spatial structure,0,np.random.standard_normal
1% resolution,50,colless_like_index,600.0,0.7173535621498253,spatial structure,0,np.random.standard_normal
10% resolution,50,mean_evolutionary_distinctiveness,637.0,0.9961489139450291,spatial structure,0,np.random.standard_normal
3% resolution,50,mean_evolutionary_distinctiveness,614.0,0.8205387894383639,spatial structure,0,np.random.standard_normal
33% resolution,50,mean_evolutionary_distinctiveness,557.0,0.43710630271165707,spatial structure,0,np.random.standard_normal
1% resolution,50,mean_evolutionary_distinctiveness,604.0,0.7464038125448392,spatial structure,0,np.random.standard_normal
10% resolution,50,mean_pairwise_distance,365.0,0.008525474468102711,spatial structure,0,np.random.standard_normal
3% resolution,50,mean_pairwise_distance,581.0,0.5854713957431565,spatial structure,0,np.random.standard_normal
33% resolution,50,mean_pairwise_distance,0.0,7.556929455863566e-10,spatial structure,0,np.random.standard_normal
1% resolution,50,mean_pairwise_distance,592.0,0.6604991063759617,spatial structure,0,np.random.standard_normal
10% resolution,50,sum_distance,637.0,0.9961489139450291,spatial structure,0,np.random.standard_normal
3% resolution,50,sum_distance,614.0,0.8205387894383639,spatial structure,0,np.random.standard_normal
33% resolution,50,sum_distance,557.0,0.43710630271165707,spatial structure,0,np.random.standard_normal
1% resolution,50,sum_distance,604.0,0.7464038125448392,spatial structure,0,np.random.standard_normal
10% resolution,50,colless_like_index,163.0,4.6390835888625035e-06,strong selection,0,np.random.standard_normal
33% resolution,50,colless_like_index,0.0,7.556929455863566e-10,strong selection,0,np.random.standard_normal
1% resolution,50,colless_like_index,587.0,0.6259107217420403,strong selection,0,np.random.standard_normal
3% resolution,50,colless_like_index,634.0,0.973047420887899,strong selection,0,np.random.standard_normal
10% resolution,50,mean_evolutionary_distinctiveness,530.0,0.29939695803744193,strong selection,0,np.random.standard_normal
33% resolution,50,mean_evolutionary_distinctiveness,551.0,0.40371286324404143,strong selection,0,np.random.standard_normal
1% resolution,50,mean_evolutionary_distinctiveness,466.0,0.0978155582114959,strong selection,0,np.random.standard_normal
3% resolution,50,mean_evolutionary_distinctiveness,518.0,0.24867781556558077,strong selection,0,np.random.standard_normal
10% resolution,50,mean_pairwise_distance,250.0,0.00018354826338049763,strong selection,0,np.random.standard_normal
33% resolution,50,mean_pairwise_distance,0.0,7.556929455863566e-10,strong selection,0,np.random.standard_normal
1% resolution,50,mean_pairwise_distance,605.0,0.7537249310173678,strong selection,0,np.random.standard_normal
3% resolution,50,mean_pairwise_distance,619.0,0.8582630586832802,strong selection,0,np.random.standard_normal
10% resolution,50,sum_distance,520.0,0.2566826299007601,strong selection,0,np.random.standard_normal
33% resolution,50,sum_distance,544.0,0.366748018977068,strong selection,0,np.random.standard_normal
1% resolution,50,sum_distance,459.0,0.08486677631183381,strong selection,0,np.random.standard_normal
3% resolution,50,sum_distance,516.0,0.24084659445680967,strong selection,0,np.random.standard_normal
3% resolution,50,colless_like_index,600.0,0.7173535621498253,weak ecology,0,np.random.standard_normal
33% resolution,50,colless_like_index,0.0,7.556929455863566e-10,weak ecology,0,np.random.standard_normal
10% resolution,50,colless_like_index,67.0,3.645953287354106e-08,weak ecology,0,np.random.standard_normal
1% resolution,50,colless_like_index,630.0,0.9422839110260988,weak ecology,0,np.random.standard_normal
3% resolution,50,mean_evolutionary_distinctiveness,620.0,0.8658498321715145,weak ecology,0,np.random.standard_normal
33% resolution,50,mean_evolutionary_distinctiveness,630.0,0.9422839110260988,weak ecology,0,np.random.standard_normal
10% resolution,50,mean_evolutionary_distinctiveness,632.0,0.9576577827172162,weak ecology,0,np.random.standard_normal
1% resolution,50,mean_evolutionary_distinctiveness,629.0,0.9346046719840639,weak ecology,0,np.random.standard_normal
3% resolution,50,mean_pairwise_distance,562.0,0.4661102219910902,weak ecology,0,np.random.standard_normal
33% resolution,50,mean_pairwise_distance,0.0,7.556929455863566e-10,weak ecology,0,np.random.standard_normal
10% resolution,50,mean_pairwise_distance,23.0,2.9937649854285763e-09,weak ecology,0,np.random.standard_normal
1% resolution,50,mean_pairwise_distance,633.0,0.9653509884575846,weak ecology,0,np.random.standard_normal
3% resolution,50,sum_distance,635.0,0.9807463639015632,weak ecology,0,np.random.standard_normal
33% resolution,50,sum_distance,617.0,0.8431293969609626,weak ecology,0,np.random.standard_normal
10% resolution,50,sum_distance,626.0,0.9116062720674252,weak ecology,0,np.random.standard_normal
1% resolution,50,sum_distance,630.0,0.9422839110260988,weak ecology,0,np.random.standard_normal
33% resolution,50,colless_like_index,1.0,8.031090907046913e-10,weak selection,0,np.random.standard_normal
1% resolution,50,colless_like_index,631.0,0.9499685188719619,weak selection,0,np.random.standard_normal
3% resolution,50,colless_like_index,523.0,0.26902944110197013,weak selection,0,np.random.standard_normal
10% resolution,50,colless_like_index,260.0,0.0002683158388853629,weak selection,0,np.random.standard_normal
33% resolution,50,mean_evolutionary_distinctiveness,499.0,0.18122946024254183,weak selection,0,np.random.standard_normal
1% resolution,50,mean_evolutionary_distinctiveness,617.0,0.8431293969609626,weak selection,0,np.random.standard_normal
3% resolution,50,mean_evolutionary_distinctiveness,636.0,0.9884471006904338,weak selection,0,np.random.standard_normal
10% resolution,50,mean_evolutionary_distinctiveness,630.0,0.9422839110260988,weak selection,0,np.random.standard_normal
33% resolution,50,mean_pairwise_distance,0.0,7.556929455863566e-10,weak selection,0,np.random.standard_normal
1% resolution,50,mean_pairwise_distance,586.0,0.6190876129435576,weak selection,0,np.random.standard_normal
3% resolution,50,mean_pairwise_distance,376.0,0.011591827294833556,weak selection,0,np.random.standard_normal
10% resolution,50,mean_pairwise_distance,37.0,6.759469873933762e-09,weak selection,0,np.random.standard_normal
33% resolution,50,sum_distance,500.0,0.18440092702168664,weak selection,0,np.random.standard_normal
1% resolution,50,sum_distance,620.0,0.8658490582633351,weak selection,0,np.random.standard_normal
3% resolution,50,sum_distance,633.0,0.9653509884575846,weak selection,0,np.random.standard_normal
10% resolution,50,sum_distance,632.0,0.9576577827172162,weak selection,0,np.random.standard_normal
10% resolution,50,colless_like_index,104.0,2.6045288894507434e-07,ecology,2,np.random.exponential
1% resolution,50,colless_like_index,620.0,0.8658498321715145,ecology,2,np.random.exponential
33% resolution,50,colless_like_index,0.0,7.556929455863566e-10,ecology,2,np.random.exponential
3% resolution,50,colless_like_index,602.0,0.73183063851359,ecology,2,np.random.exponential
10% resolution,50,mean_evolutionary_distinctiveness,597.0,0.6958284390633942,ecology,2,np.random.exponential
1% resolution,50,mean_evolutionary_distinctiveness,630.0,0.9422839110260988,ecology,2,np.random.exponential
33% resolution,50,mean_evolutionary_distinctiveness,637.0,0.9961489139450291,ecology,2,np.random.exponential
3% resolution,50,mean_evolutionary_distinctiveness,618.0,0.8506893529466235,ecology,2,np.random.exponential
10% resolution,50,mean_pairwise_distance,86.0,1.016310324350643e-07,ecology,2,np.random.exponential
1% resolution,50,mean_pairwise_distance,621.0,0.8734489877977527,ecology,2,np.random.exponential
33% resolution,50,mean_pairwise_distance,0.0,7.556929455863566e-10,ecology,2,np.random.exponential
3% resolution,50,mean_pairwise_distance,625.0,0.9039556033614752,ecology,2,np.random.exponential
10% resolution,50,sum_distance,604.0,0.7464038125448392,ecology,2,np.random.exponential
1% resolution,50,sum_distance,618.0,0.8506893529466235,ecology,2,np.random.exponential
33% resolution,50,sum_distance,621.0,0.8734489877977527,ecology,2,np.random.exponential
3% resolution,50,sum_distance,605.0,0.7537249310173678,ecology,2,np.random.exponential
3% resolution,50,colless_like_index,601.0,0.7245797902868737,plain,2,np.random.exponential
33% resolution,50,colless_like_index,0.0,7.556929455863566e-10,plain,2,np.random.exponential
1% resolution,50,colless_like_index,621.0,0.8734489877977527,plain,2,np.random.exponential
10% resolution,50,colless_like_index,55.0,1.8763155422279055e-08,plain,2,np.random.exponential
3% resolution,50,mean_evolutionary_distinctiveness,591.0,0.6535200579282296,plain,2,np.random.exponential
33% resolution,50,mean_evolutionary_distinctiveness,602.0,0.73183063851359,plain,2,np.random.exponential
1% resolution,50,mean_evolutionary_distinctiveness,558.0,0.44282253656653425,plain,2,np.random.exponential
10% resolution,50,mean_evolutionary_distinctiveness,584.0,0.6055398662613332,plain,2,np.random.exponential
3% resolution,50,mean_pairwise_distance,550.0,0.39829964654140493,plain,2,np.random.exponential
33% resolution,50,mean_pairwise_distance,0.0,7.556929455863566e-10,plain,2,np.random.exponential
1% resolution,50,mean_pairwise_distance,626.0,0.9116062720674252,plain,2,np.random.exponential
10% resolution,50,mean_pairwise_distance,85.0,9.63712911922847e-08,plain,2,np.random.exponential
3% resolution,50,sum_distance,577.5,0.5624541675427843,plain,2,np.random.exponential
33% resolution,50,sum_distance,601.0,0.7245797902868737,plain,2,np.random.exponential
1% resolution,50,sum_distance,558.5,0.4456939567786775,plain,2,np.random.exponential
10% resolution,50,sum_distance,581.0,0.5854692114990185,plain,2,np.random.exponential
3% resolution,50,colless_like_index,608.0,0.7758190390045979,rich ecology,2,np.random.exponential
33% resolution,50,colless_like_index,0.0,7.556929455863566e-10,rich ecology,2,np.random.exponential
1% resolution,50,colless_like_index,633.0,0.9653509884575846,rich ecology,2,np.random.exponential
10% resolution,50,colless_like_index,247.0,0.00016350590049904026,rich ecology,2,np.random.exponential
3% resolution,50,mean_evolutionary_distinctiveness,632.0,0.9576577827172162,rich ecology,2,np.random.exponential
33% resolution,50,mean_evolutionary_distinctiveness,622.0,0.8810598365200165,rich ecology,2,np.random.exponential
1% resolution,50,mean_evolutionary_distinctiveness,612.0,0.805559457241567,rich ecology,2,np.random.exponential
10% resolution,50,mean_evolutionary_distinctiveness,637.0,0.9961489139450291,rich ecology,2,np.random.exponential
3% resolution,50,mean_pairwise_distance,629.0,0.9346046719840639,rich ecology,2,np.random.exponential
33% resolution,50,mean_pairwise_distance,0.0,7.556929455863566e-10,rich ecology,2,np.random.exponential
1% resolution,50,mean_pairwise_distance,636.0,0.9884471006904338,rich ecology,2,np.random.exponential
10% resolution,50,mean_pairwise_distance,72.0,4.790150071767064e-08,rich ecology,2,np.random.exponential
3% resolution,50,sum_distance,637.0,0.9961489139450291,rich ecology,2,np.random.exponential
33% resolution,50,sum_distance,626.0,0.9116062720674252,rich ecology,2,np.random.exponential
1% resolution,50,sum_distance,613.0,0.8130405737621077,rich ecology,2,np.random.exponential
10% resolution,50,sum_distance,619.0,0.8582630586832802,rich ecology,2,np.random.exponential
1% resolution,50,colless_like_index,608.0,0.7758190390045979,spatial structure,2,np.random.exponential
33% resolution,50,colless_like_index,70.0,4.2958778089915806e-08,spatial structure,2,np.random.exponential
10% resolution,50,colless_like_index,531.0,0.30391493569853856,spatial structure,2,np.random.exponential
3% resolution,50,colless_like_index,623.0,0.888681686055255,spatial structure,2,np.random.exponential
1% resolution,50,mean_evolutionary_distinctiveness,615.0,0.8280534430667692,spatial structure,2,np.random.exponential
33% resolution,50,mean_evolutionary_distinctiveness,582.0,0.592126527158545,spatial structure,2,np.random.exponential
10% resolution,50,mean_evolutionary_distinctiveness,612.0,0.805559457241567,spatial structure,2,np.random.exponential
3% resolution,50,mean_evolutionary_distinctiveness,622.0,0.8810598365200165,spatial structure,2,np.random.exponential
1% resolution,50,mean_pairwise_distance,626.0,0.9116062720674252,spatial structure,2,np.random.exponential
33% resolution,50,mean_pairwise_distance,0.0,7.556929455863566e-10,spatial structure,2,np.random.exponential
10% resolution,50,mean_pairwise_distance,342.0,0.0043370828429131975,spatial structure,2,np.random.exponential
3% resolution,50,mean_pairwise_distance,605.0,0.7537249310173678,spatial structure,2,np.random.exponential
1% resolution,50,sum_distance,608.0,0.7758190390045979,spatial structure,2,np.random.exponential
33% resolution,50,sum_distance,582.0,0.592126527158545,spatial structure,2,np.random.exponential
10% resolution,50,sum_distance,617.0,0.8431293969609626,spatial structure,2,np.random.exponential
3% resolution,50,sum_distance,619.0,0.8582630586832802,spatial structure,2,np.random.exponential
10% resolution,50,colless_like_index,395.0,0.019236284445921053,strong selection,2,np.random.exponential
3% resolution,50,colless_like_index,631.0,0.9499685188719619,strong selection,2,np.random.exponential
33% resolution,50,colless_like_index,1.0,8.031090907046913e-10,strong selection,2,np.random.exponential
1% resolution,50,colless_like_index,622.0,0.8810598365200165,strong selection,2,np.random.exponential
10% resolution,50,mean_evolutionary_distinctiveness,372.0,0.010378834253614008,strong selection,2,np.random.exponential
3% resolution,50,mean_evolutionary_distinctiveness,400.0,0.021867950968859056,strong selection,2,np.random.exponential
33% resolution,50,mean_evolutionary_distinctiveness,439.0,0.055342720444479465,strong selection,2,np.random.exponential
