id,ancestor_list,taxon_label,ancestor_listr_,origin_time,destruction_time,ancestor_id
0,[None],31620,[None],262030.0,81920.5,0
33,[0],31620,[0],262031.5,262056.5,0
34,[33],31620,[33],262055.5,262072.5,33
36,[34],31620,[34],262071.5,262088.5,34
39,[36],31391,[36],262087.5,262100.5,36
41,[36],26628,[36],262087.5,262100.5,36
50,[39],31391,[39],262099.5,262108.5,39
51,[39],11312,[39],262099.5,262108.5,39
57,[36],31620,[36],262099.5,262108.5,36
58,[41],26628,[41],262099.5,262108.5,41
61,[41],10257,[41],262099.5,262108.5,41
75,[50],31391,[50],262107.5,262116.5,50
79,[51],11312,[51],262107.5,262116.5,51
87,[57],30910,[57],262107.5,262116.5,57
89,[57],30895,[57],262107.5,262116.5,57
90,[57],31620,[57],262107.5,262116.5,57
103,[61],10257,[61],262107.5,262116.5,61
105,[41],19203,[41],262107.5,262116.5,41
122,[75],31391,[75],262115.5,262122.5,75
136,[39],26275,[39],262115.5,262122.5,39
140,[87],30910,[87],262115.5,262122.5,87
144,[57],30249,[57],262115.5,262122.5,57
145,[89],23939,[89],262115.5,262122.5,89
146,[89],30895,[89],262115.5,262122.5,89
147,[90],30827,[90],262115.5,262122.5,90
152,[57],21441,[57],262115.5,262122.5,57
158,[58],26628,[58],262115.5,262122.5,58
165,[103],10257,[103],262115.5,262122.5,103
184,[36],27558,[36],262115.5,262122.5,36
192,[122],30654,[122],262121.5,262126.5,122
193,[122],31391,[122],262121.5,262126.5,122
194,[122],30976,[122],262121.5,262126.5,122
195,[122],24776,[122],262121.5,262126.5,122
197,[122],2437,[122],262121.5,262126.5,122
198,[122],23942,[122],262121.5,262126.5,122
204,[122],23324,[122],262121.5,262126.5,122
206,[122],28208,[122],262121.5,262126.5,122
250,[146],30895,[146],262121.5,262126.5,146
260,[147],30827,[147],262121.5,262126.5,147
266,[152],21441,[152],262121.5,262126.5,152
275,[158],26628,[158],262121.5,262126.5,158
277,[158],18543,[158],262121.5,262126.5,158
285,[41],8151,[41],262121.5,262126.5,41
315,[184],27558,[184],262121.5,262126.5,184
331,[192],27073,[192],262125.5,262130.5,192
332,[192],23859,[192],262125.5,262130.5,192
333,[192],27059,[192],262125.5,262130.5,192
334,[192],27790,[192],262125.5,262130.5,192
335,[192],18467,[192],262125.5,262130.5,192
338,[192],10095,[192],262125.5,262130.5,192
339,[192],30654,[192],262125.5,262130.5,192
347,[193],31391,[193],262125.5,262130.5,193
356,[194],30976,[194],262125.5,262130.5,194
357,[194],29879,[194],262125.5,262130.5,194
361,[195],24776,[195],262125.5,262130.5,195
369,[197],2437,[197],262125.5,262130.5,197
375,[198],23942,[198],262125.5,262130.5,198
394,[204],23324,[204],262125.5,262130.5,204
440,[140],30910,[140],262125.5,262130.5,140
449,[144],13303,[144],262125.5,262130.5,144
452,[145],23939,[145],262125.5,262130.5,145
456,[250],23830,[250],262125.5,262130.5,250
470,[260],30827,[260],262125.5,262130.5,260
490,[275],26628,[275],262125.5,262130.5,275
493,[277],18543,[277],262125.5,262130.5,277
514,[165],10257,[165],262125.5,262130.5,165
540,[315],27558,[315],262125.5,262130.5,315
564,[331],23810,[331],262129.5,262133.5,331
571,[332],23859,[332],262129.5,262133.5,332
573,[333],27059,[333],262129.5,262133.5,333
576,[334],27790,[334],262129.5,262133.5,334
578,[335],13458,[335],262129.5,262133.5,335
579,[335],18467,[335],262129.5,262133.5,335
583,[192],14752,[192],262129.5,262133.5,192
584,[338],10095,[338],262129.5,262133.5,338
585,[338],7553,[338],262129.5,262133.5,338
589,[339],30654,[339],262129.5,262133.5,339
613,[347],31391,[347],262129.5,262133.5,347
614,[347],28805,[347],262129.5,262133.5,347
640,[356],30976,[356],262129.5,262133.5,356
642,[357],29879,[357],262129.5,262133.5,357
647,[361],5340,[361],262129.5,262133.5,361
648,[361],24776,[361],262129.5,262133.5,361
653,[361],16574,[361],262129.5,262133.5,361
672,[369],2437,[369],262129.5,262133.5,369
683,[375],23942,[375],262129.5,262133.5,375
688,[198],17431,[198],262129.5,262133.5,198
717,[394],23324,[394],262129.5,262133.5,394
728,[206],28208,[206],262129.5,262133.5,206
780,[440],30910,[440],262129.5,262133.5,440
800,[144],30249,[144],262129.5,262133.5,144
803,[452],23939,[452],262129.5,262133.5,452
804,[452],22473,[452],262129.5,262133.5,452
809,[456],23830,[456],262129.5,262133.5,456
847,[490],26628,[490],262129.5,262133.5,490
851,[158],33,[158],262129.5,262133.5,158
852,[493],18543,[493],262129.5,262133.5,493
881,[514],10257,[514],262129.5,262133.5,514
886,[105],19203,[105],262129.5,262133.5,105
962,[564],14290,[564],262132.5,262135.5,564
963,[564],10474,[564],262132.5,262135.5,564
984,[571],23859,[571],262132.5,262135.5,571
987,[573],27059,[573],262132.5,262135.5,573
991,[576],20974,[576],262132.5,262135.5,576
992,[576],7169,[576],262132.5,262135.5,576
