id,ancestor_list,taxon_label,ancestor_listr_,origin_time,destruction_time,ancestor_id
3070,[2426],27073,[2426],262125.0,262127.0,2426
3071,[2836],10095,[2836],262125.0,262127.0,2836
3072,[2836],7553,[2836],262125.0,262127.0,2836
3077,[2622],27790,[2622],262125.0,262127.0,2622
3081,[2265],23942,[2265],262125.0,262127.0,2265
3091,[2851],31391,[2851],262125.0,262127.0,2851
3163,[1734],30910,[1734],262125.0,262127.0,1734
3192,[1840],13303,[1840],262125.0,262127.0,1840
3257,[2228],27558,[2228],262125.0,262127.0,2228
3286,[2409],30976,[2409],262126.0,262128.0,2409
3292,[2805],2437,[2805],262126.0,262128.0,2805
3317,[2424],18467,[2424],262126.0,262128.0,2424
3334,[3070],27073,[3070],262126.0,262128.0,3070
3343,[2264],23859,[2264],262126.0,262128.0,2264
3350,[3081],23942,[3081],262126.0,262128.0,3081
3364,[2851],28805,[2851],262126.0,262128.0,2851
3378,[2860],24776,[2860],262126.0,262128.0,2860
3472,[2708],30827,[2708],262126.0,262128.0,2708
3482,[2055],23939,[2055],262126.0,262128.0,2055
3508,[2204],18543,[2204],262126.0,262128.0,2204
3619,[3317],18467,[3317],262127.0,262129.0,3317
3625,[2830],30654,[2830],262127.0,262129.0,2830
3638,[3334],27073,[3334],262127.0,262129.0,3334
3640,[3334],7097,[3334],262127.0,262129.0,3334
3660,[3350],23942,[3350],262127.0,262129.0,3350
3675,[3364],28805,[3364],262127.0,262129.0,3364
3695,[3378],16574,[3378],262127.0,262129.0,3378
3706,[2271],23324,[2271],262127.0,262129.0,2271
3771,[3163],30910,[3163],262127.0,262129.0,3163
3807,[3192],13303,[3192],262127.0,262129.0,3192
3811,[3482],23939,[3482],262127.0,262129.0,3482
3834,[2535],26628,[2535],262127.0,262129.0,2535
3916,[3029],29879,[3029],262128.0,262130.0,3029
3957,[3619],18467,[3619],262128.0,262130.0,3619
3962,[2829],27059,[2829],262128.0,262130.0,2829
3984,[3334],23810,[3334],262128.0,262130.0,3334
4000,[3077],27790,[3077],262128.0,262130.0,3077
4007,[3660],23942,[3660],262128.0,262130.0,3660
4023,[3091],31391,[3091],262128.0,262130.0,3091
4051,[3695],5340,[3695],262128.0,262130.0,3695
4053,[3695],16574,[3695],262128.0,262130.0,3695
4054,[3378],24776,[3378],262128.0,262130.0,3378
4141,[3771],30910,[3771],262128.0,262130.0,3771
4182,[1748],30249,[1748],262128.0,262130.0,1748
4184,[3811],23939,[3811],262128.0,262130.0,3811
4190,[2947],23830,[2947],262128.0,262130.0,2947
4212,[2070],33,[2070],262128.0,262130.0,2070
4294,[3286],30976,[3286],262129.0,262131.0,3286
4296,[3916],29879,[3916],262129.0,262131.0,3916
4306,[3292],2437,[3292],262129.0,262131.0,3292
4329,[2119],28208,[2119],262129.0,262131.0,2119
4344,[3317],13458,[3317],262129.0,262131.0,3317
4345,[3957],18467,[3957],262129.0,262131.0,3957
4356,[3625],30654,[3625],262129.0,262131.0,3625
4379,[3984],23810,[3984],262129.0,262131.0,3984
4385,[3071],10095,[3071],262129.0,262131.0,3071
4387,[3072],7553,[3072],262129.0,262131.0,3072
4395,[3343],23859,[3343],262129.0,262131.0,3343
4420,[2266],17431,[2266],262129.0,262131.0,2266
4425,[4023],28579,[4023],262129.0,262131.0,4023
4426,[4023],31391,[4023],262129.0,262131.0,4023
4430,[3675],28805,[3675],262129.0,262131.0,3675
4464,[4051],5340,[4051],262129.0,262131.0,4051
4567,[4141],24897,[4141],262129.0,262131.0,4141
4643,[4212],33,[4212],262129.0,262131.0,4212
4737,[4294],30976,[4294],262130.0,262132.0,4294
4740,[4296],29879,[4296],262130.0,262132.0,4296
4741,[4296],18744,[4296],262130.0,262132.0,4296
4800,[4344],13458,[4344],262130.0,262132.0,4344
4803,[4345],18392,[4345],262130.0,262132.0,4345
4845,[4379],14290,[4379],262130.0,262132.0,4379
4855,[4385],10095,[4385],262130.0,262132.0,4385
4869,[4395],23859,[4395],262130.0,262132.0,4395
4871,[4000],27790,[4000],262130.0,262132.0,4000
4879,[2264],14752,[2264],262130.0,262132.0,2264
4903,[4425],26928,[4425],262130.0,262132.0,4425
4904,[4425],28579,[4425],262130.0,262132.0,4425
4905,[4425],25023,[4425],262130.0,262132.0,4425
4908,[4426],31391,[4426],262130.0,262132.0,4426
4909,[4426],14551,[4426],262130.0,262132.0,4426
4911,[4426],19545,[4426],262130.0,262132.0,4426
4958,[4464],5340,[4464],262130.0,262132.0,4464
4965,[4053],16574,[4053],262130.0,262132.0,4053
5074,[4141],30910,[4141],262130.0,262132.0,4141
5075,[4567],24897,[4567],262130.0,262132.0,4567
5130,[3482],22473,[3482],262130.0,262132.0,3482
5135,[4190],23830,[4190],262130.0,262132.0,4190
5263,[4294],24064,[4294],262131.0,262133.0,4294
5264,[4737],30976,[4737],262131.0,262133.0,4737
5271,[4741],18744,[4741],262131.0,262133.0,4741
5336,[4800],13458,[4800],262131.0,262133.0,4800
5341,[4803],18392,[4803],262131.0,262133.0,4803
5395,[4845],14290,[4845],262131.0,262133.0,4845
5396,[4845],10474,[4845],262131.0,262133.0,4845
5409,[4855],10095,[4855],262131.0,262133.0,4855
5425,[4869],23859,[4869],262131.0,262133.0,4869
5428,[4871],27790,[4871],262131.0,262133.0,4871
5440,[4879],14752,[4879],262131.0,262133.0,4879
5458,[4420],17431,[4420],262131.0,262133.0,4420
5468,[4903],8829,[4903],262131.0,262133.0,4903
5469,[4903],26928,[4903],262131.0,262133.0,4903
5471,[4904],28579,[4904],262131.0,262133.0,4904
5476,[4426],25509,[4426],262131.0,262133.0,4426
5494,[4430],28805,[4430],262131.0,262133.0,4430
5572,[3706],23324,[3706],262131.0,262133.0,3706
5672,[5075],24897,[5075],262131.0,262133.0,5075
5769,[3834],26628,[3834],262131.0,262133.0,3834
5777,[3508],18543,[3508],262131.0,262133.0,3508
5802,[2982],10257,[2982],262131.0,262133.0,2982
5816,[1322],19203,[1322],262131.0,262133.0,1322
5888,[5263],18756,[5263],262132.0,262134.0,5263
5889,[5263],24064,[5263],262132.0,262134.0,5263
5903,[5271],18744,[5271],262132.0,262134.0,5271
5911,[3029],25639,[3029],262132.0,262134.0,3029
5999,[3962],27059,[3962],262132.0,262134.0,3962
6006,[4356],30654,[4356],262132.0,262134.0,4356
6049,[5395],14290,[5395],262132.0,262134.0,5395
6051,[5396],10474,[5396],262132.0,262134.0,5396
6066,[5409],10095,[5409],262132.0,262134.0,5409
6090,[5428],20974,[5428],262132.0,262134.0,5428
6091,[5428],7169,[5428],262132.0,262134.0,5428
6115,[4007],23942,[4007],262132.0,262134.0,4007
6131,[5458],17431,[5458],262132.0,262134.0,5458
6143,[5468],8829,[5468],262132.0,262134.0,5468
6145,[5469],26928,[5469],262132.0,262134.0,5469
6148,[5471],28579,[5471],262132.0,262134.0,5471
6156,[4905],25023,[4905],262132.0,262134.0,4905
6164,[4908],31391,[4908],262132.0,262134.0,4908
6171,[4909],14551,[4909],262132.0,262134.0,4909
6182,[5494],28805,[5494],262132.0,262134.0,5494
6243,[4965],16574,[4965],262132.0,262134.0,4965
6270,[5572],23324,[5572],262132.0,262134.0,5572
6273,[3706],4691,[3706],262132.0,262134.0,3706
6365,[1920],26275,[1920],262132.0,262134.0,1920
6380,[5672],24897,[5672],262132.0,262134.0,5672
6439,[3807],13303,[3807],262132.0,262134.0,3807
6453,[4184],23939,[4184],262132.0,262134.0,4184
6461,[5135],23830,[5135],262132.0,262134.0,5135
6488,[5769],26628,[5769],262132.0,262134.0,5769
6497,[5777],18543,[5777],262132.0,262134.0,5777
6524,[5802],10257,[5802],262132.0,262134.0,5802
6625,[5889],24064,[5889],262133.0,262135.0,5889
6700,[4329],28208,[4329],262133.0,262135.0,4329
6745,[4345],18467,[4345],262133.0,262135.0,4345
6758,[5999],27059,[5999],262133.0,262135.0,5999
6818,[6049],14290,[6049],262133.0,262135.0,6049
6822,[6051],10474,[6051],262133.0,262135.0,6051
6839,[6066],10095,[6066],262133.0,262135.0,6066
6848,[4387],7553,[4387],262133.0,262135.0,4387
6866,[5425],23859,[5425],262133.0,262135.0,5425
6871,[6090],20974,[6090],262133.0,262135.0,6090
6872,[6090],17283,[6090],262133.0,262135.0,6090
6877,[6091],7169,[6091],262133.0,262135.0,6091
6879,[5428],27790,[5428],262133.0,262135.0,5428
6923,[6131],17431,[6131],262133.0,262135.0,6131
6938,[6143],8829,[6143],262133.0,262135.0,6143
6945,[6148],28579,[6148],262133.0,262135.0,6148
6959,[6156],25023,[6156],262133.0,262135.0,6156
6962,[5476],25509,[5476],262133.0,262135.0,5476
6966,[5476],2319,[5476],262133.0,262135.0,5476
6969,[6164],31391,[6164],262133.0,262135.0,6164
6983,[4911],19545,[4911],262133.0,262135.0,4911
7053,[4958],5340,[4958],262133.0,262135.0,4958
7211,[6380],24897,[6380],262133.0,262135.0,6380
7259,[2174],21441,[2174],262133.0,262135.0,2174
7344,[4643],33,[4643],262133.0,262135.0,4643
7348,[6497],18543,[6497],262133.0,262135.0,6497
7498,[5888],18756,[5888],262134.0,262136.0,5888
7499,[6625],24064,[6625],262134.0,262136.0,6625
7511,[5264],30976,[5264],262134.0,262136.0,5264
7522,[4740],29879,[4740],262134.0,262136.0,4740
7527,[5903],18744,[5903],262134.0,262136.0,5903
7566,[2596],792,[2596],262134.0,262136.0,2596
7628,[5336],13458,[5336],262134.0,262136.0,5336
7639,[5341],18392,[5341],262134.0,262136.0,5341
7667,[6006],30654,[6006],262134.0,262136.0,6006
7731,[6822],10474,[6822],262134.0,262136.0,6822
7751,[6839],10095,[6839],262134.0,262136.0,6839
7792,[6872],17283,[6872],262134.0,262136.0,6872
7802,[6877],7169,[6877],262134.0,262136.0,6877
7807,[6879],16756,[6879],262134.0,262136.0,6879
7808,[6879],27790,[6879],262134.0,262136.0,6879
7828,[5440],14752,[5440],262134.0,262136.0,5440
7859,[6923],17431,[6923],262134.0,262136.0,6923
7880,[6145],26459,[6145],262134.0,262136.0,6145
7886,[6945],15708,[6945],262134.0,262136.0,6945
7908,[6959],25023,[6959],262134.0,262136.0,6959
7912,[6962],25509,[6962],262134.0,262136.0,6962
7918,[6966],2319,[6966],262134.0,262136.0,6966
7934,[6171],14551,[6171],262134.0,262136.0,6171
8027,[7053],5340,[7053],262134.0,262136.0,7053
8071,[6270],23324,[6270],262134.0,262136.0,6270
8178,[6365],26275,[6365],262134.0,262136.0,6365
8199,[7211],24897,[7211],262134.0,262136.0,7211
8215,[3163],14856,[3163],262134.0,262136.0,3163
8268,[3472],30827,[3472],262134.0,262136.0,3472
8312,[6461],23830,[6461],262134.0,262136.0,6461
8346,[6488],26628,[6488],262134.0,262136.0,6488
8356,[7344],33,[7344],262134.0,262136.0,7344
8361,[7348],18543,[7348],262134.0,262136.0,7348
8362,[7348],11734,[7348],262134.0,262136.0,7348
8392,[2547],8151,[2547],262134.0,262136.0,2547
8445,[3257],27558,[3257],262134.0,262136.0,3257
8553,[7511],17973,[7511],262135.0,262137.0,7511
8554,[7511],30976,[7511],262135.0,262137.0,7511
8576,[7527],18744,[7527],262135.0,262137.0,7527
8593,[5911],25639,[5911],262135.0,262137.0,5911
8625,[7566],792,[7566],262135.0,262137.0,7566
8649,[6700],28208,[6700],262135.0,262137.0,6700
8717,[6745],18467,[6745],262135.0,262137.0,6745
8745,[7667],8316,[7667],262135.0,262137.0,7667
8812,[6818],14290,[6818],262135.0,262137.0,6818
8821,[7731],10474,[7731],262135.0,262137.0,7731
8844,[3640],7097,[3640],262135.0,262137.0,3640
8863,[6848],7553,[6848],262135.0,262137.0,6848
8884,[6866],23859,[6866],262135.0,262137.0,6866
8897,[7792],17283,[7792],262135.0,262137.0,7792
8913,[7802],7169,[7802],262135.0,262137.0,7802
8920,[6879],5105,[6879],262135.0,262137.0,6879
9000,[6143],8081,[6143],262135.0,262137.0,6143
9001,[6938],8829,[6938],262135.0,262137.0,6938
9013,[7886],15708,[7886],262135.0,262137.0,7886
9038,[7908],25023,[7908],262135.0,262137.0,7908
9052,[7918],2319,[7918],262135.0,262137.0,7918
9057,[6969],31391,[6969],262135.0,262137.0,6969
9074,[7934],14551,[7934],262135.0,262137.0,7934
9097,[6182],28805,[6182],262135.0,262137.0,6182
9236,[8071],23324,[8071],262135.0,262137.0,8071
9346,[1109],11312,[1109],262135.0,262137.0,1109
9381,[5074],6130,[5074],262135.0,262137.0,5074
9387,[8199],24897,[8199],262135.0,262137.0,8199
9460,[7259],21441,[7259],262135.0,262137.0,7259
9488,[6439],13303,[6439],262135.0,262137.0,6439
9558,[8346],6470,[8346],262135.0,262137.0,8346
9578,[8361],18543,[8361],262135.0,262137.0,8361
9660,[5816],19203,[5816],262135.0,262137.0,5816
9789,[7499],24064,[7499],262136.0,262138.0,7499
9814,[8553],17973,[8553],262136.0,262138.0,8553
9816,[8554],29369,[8554],262136.0,262138.0,8554
9837,[7522],29879,[7522],262136.0,262138.0,7522
9847,[4740],6389,[4740],262136.0,262138.0,4740
9872,[8593],25639,[8593],262136.0,262138.0,8593
10059,[7667],30654,[7667],262136.0,262138.0,7667
10135,[8812],14290,[8812],262136.0,262138.0,8812
10148,[8821],10474,[8821],262136.0,262138.0,8821
10183,[8844],7097,[8844],262136.0,262138.0,8844
10188,[7751],10095,[7751],262136.0,262138.0,7751
10206,[8863],7553,[8863],262136.0,262138.0,8863
10229,[8884],23859,[8884],262136.0,262138.0,8884
10240,[6871],20974,[6871],262136.0,262138.0,6871
10247,[8897],17283,[8897],262136.0,262138.0,8897
10268,[8913],7169,[8913],262136.0,262138.0,8913
10284,[7807],16756,[7807],262136.0,262138.0,7807
10285,[7808],27790,[7808],262136.0,262138.0,7808
10313,[7828],14752,[7828],262136.0,262138.0,7828
10331,[6115],23942,[6115],262136.0,262138.0,6115
10355,[7859],17431,[7859],262136.0,262138.0,7859
10377,[9000],6401,[9000],262136.0,262138.0,9000
10387,[7880],26459,[7880],262136.0,262138.0,7880
10389,[6145],26928,[6145],262136.0,262138.0,6145
10397,[9013],15708,[9013],262136.0,262138.0,9013
10403,[6945],28579,[6945],262136.0,262138.0,6945
10435,[9038],25023,[9038],262136.0,262138.0,9038
10442,[7912],25509,[7912],262136.0,262138.0,7912
10463,[9057],31391,[9057],262136.0,262138.0,9057
10464,[9057],27287,[9057],262136.0,262138.0,9057
10490,[9074],14551,[9074],262136.0,262138.0,9074
10503,[6983],19545,[6983],262136.0,262138.0,6983
10514,[9097],28805,[9097],262136.0,262138.0,9097
10619,[8027],5340,[8027],262136.0,262138.0,8027
10679,[9236],23324,[9236],262136.0,262138.0,9236
10680,[9236],7056,[9236],262136.0,262138.0,9236
10945,[9460],21441,[9460],262136.0,262138.0,9460
10959,[8268],30827,[8268],262136.0,262138.0,8268
10990,[4182],30249,[4182],262136.0,262138.0,4182
11013,[8312],23830,[8312],262136.0,262138.0,8312
11054,[8346],26628,[8346],262136.0,262138.0,8346
11056,[9558],6470,[9558],262136.0,262138.0,9558
11083,[9578],18543,[9578],262136.0,262138.0,9578
11088,[8362],11734,[8362],262136.0,262138.0,8362
11124,[8392],8151,[8392],262136.0,262138.0,8392
11211,[8445],27558,[8445],262136.0,262138.0,8445
11336,[7498],18756,[7498],262137.0,262139.0,7498
11338,[9789],24064,[9789],262137.0,262139.0,9789
11373,[9816],29369,[9816],262137.0,262139.0,9816
11376,[8554],30976,[8554],262137.0,262139.0,8554
11415,[9847],6389,[9847],262137.0,262139.0,9847
11443,[9872],25639,[9872],262137.0,262139.0,9872
11532,[8649],28208,[8649],262137.0,262139.0,8649
11599,[7628],13458,[7628],262137.0,262139.0,7628
11617,[7639],18392,[7639],262137.0,262139.0,7639
11628,[8717],18467,[8717],262137.0,262139.0,8717
11678,[10059],30654,[10059],262137.0,262139.0,10059
11767,[10135],14290,[10135],262137.0,262139.0,10135
11789,[10148],10474,[10148],262137.0,262139.0,10148
11839,[10188],10095,[10188],262137.0,262139.0,10188
11862,[10206],7553,[10206],262137.0,262139.0,10206
11893,[10229],23859,[10229],262137.0,262139.0,10229
11909,[10240],20974,[10240],262137.0,262139.0,10240
11921,[10247],17283,[10247],262137.0,262139.0,10247
11982,[10284],16756,[10284],262137.0,262139.0,10284
12021,[10313],14752,[10313],262137.0,262139.0,10313
12074,[10355],17431,[10355],262137.0,262139.0,10355
12104,[9000],8081,[9000],262137.0,262139.0,9000
12105,[9001],8829,[9001],262137.0,262139.0,9001
12114,[10387],26459,[10387],262137.0,262139.0,10387
12120,[10389],26928,[10389],262137.0,262139.0,10389
12131,[10397],15708,[10397],262137.0,262139.0,10397
12139,[10403],28579,[10403],262137.0,262139.0,10403
12179,[10435],3029,[10435],262137.0,262139.0,10435
12225,[10464],27287,[10464],262137.0,262139.0,10464
12267,[10490],14551,[10490],262137.0,262139.0,10490
12282,[10503],19545,[10503],262137.0,262139.0,10503
12295,[10514],28805,[10514],262137.0,262139.0,10514
12425,[10619],5340,[10619],262137.0,262139.0,10619
12497,[10679],23324,[10679],262137.0,262139.0,10679
12503,[8071],12095,[8071],262137.0,262139.0,8071
12514,[6273],4691,[6273],262137.0,262139.0,6273
12836,[1183],31620,[1183],262137.0,262139.0,1183
12885,[11013],23830,[11013],262137.0,262139.0,11013
12898,[2188],30895,[2188],262137.0,262139.0,2188
12935,[11054],26628,[11054],262137.0,262139.0,11054
12977,[11083],16342,[11083],262137.0,262139.0,11083
12985,[11088],11734,[11088],262137.0,262139.0,11088
13027,[11124],8151,[11124],262137.0,262139.0,11124
13035,[6524],10257,[6524],262137.0,262139.0,6524
13292,[11338],24064,[11338],262138.0,262140.0,11338
13329,[9814],17973,[9814],262138.0,262140.0,9814
13333,[11373],29369,[11373],262138.0,262140.0,11373
13397,[11415],6389,[11415],262138.0,262140.0,11415
13433,[11443],25639,[11443],262138.0,262140.0,11443
13547,[11532],28208,[11532],262138.0,262140.0,11532
13633,[11599],13458,[11599],262138.0,262140.0,11599
13664,[11617],18392,[11617],262138.0,262140.0,11617
13701,[6758],27059,[6758],262138.0,262140.0,6758
13848,[11767],14290,[11767],262138.0,262140.0,11767
13938,[10183],7097,[10183],262138.0,262140.0,10183
13975,[11862],7553,[11862],262138.0,262140.0,11862
14032,[11909],20974,[11909],262138.0,262140.0,11909
14046,[11921],17283,[11921],262138.0,262140.0,11921
14047,[11921],1877,[11921],262138.0,262140.0,11921
14119,[8920],5105,[8920],262138.0,262140.0,8920
14134,[10285],27790,[10285],262138.0,262140.0,10285
14216,[10331],23942,[10331],262138.0,262140.0,10331
14287,[12105],8829,[12105],262138.0,262140.0,12105
14310,[12120],26928,[12120],262138.0,262140.0,12120
14329,[12131],15708,[12131],262138.0,262140.0,12131
14401,[12179],3029,[12179],262138.0,262140.0,12179
14402,[10435],25023,[10435],262138.0,262140.0,10435
14458,[10463],21187,[10463],262138.0,262140.0,10463
14460,[12225],27287,[12225],262138.0,262140.0,12225
14539,[12282],19545,[12282],262138.0,262140.0,12282
14545,[4426],28519,[4426],262138.0,262140.0,4426
14553,[10514],16000,[10514],262138.0,262140.0,10514
14794,[12497],23324,[12497],262138.0,262140.0,12497
14801,[10680],7056,[10680],262138.0,262140.0,10680
14820,[12514],4691,[12514],262138.0,262140.0,12514
14991,[8178],26275,[8178],262138.0,262140.0,8178
15035,[9387],24897,[9387],262138.0,262140.0,9387
15074,[8215],14856,[8215],262138.0,262140.0,8215
15170,[10959],30827,[10959],262138.0,262140.0,10959
15208,[9488],13303,[9488],262138.0,262140.0,9488
15238,[6453],23939,[6453],262138.0,262140.0,6453
15256,[12885],23830,[12885],262138.0,262140.0,12885
15316,[12935],1610,[12935],262138.0,262140.0,12935
15317,[12935],26628,[12935],262138.0,262140.0,12935
15321,[11054],10716,[11054],262138.0,262140.0,11054
15369,[8356],33,[8356],262138.0,262140.0,8356
15377,[12977],16342,[12977],262138.0,262140.0,12977
15394,[12985],11734,[12985],262138.0,262140.0,12985
15460,[13035],10257,[13035],262138.0,262140.0,13035
15769,[11336],18756,[11336],262139.0,262141.0,11336
15826,[13329],17973,[13329],262139.0,262141.0,13329
15836,[13333],29369,[13333],262139.0,262141.0,13333
15849,[11376],30976,[11376],262139.0,262141.0,11376
15850,[11376],6316,[11376],262139.0,262141.0,11376
15902,[9837],29879,[9837],262139.0,262141.0,9837
15931,[13397],6389,[13397],262139.0,262141.0,13397
15942,[8576],18744,[8576],262139.0,262141.0,8576
16032,[4306],2437,[4306],262139.0,262141.0,4306
16059,[8625],792,[8625],262139.0,262141.0,8625
16126,[13547],28208,[13547],262139.0,262141.0,13547
16290,[13664],18392,[13664],262139.0,262141.0,13664
16383,[11678],30654,[11678],262139.0,262141.0,11678
16520,[13848],14290,[13848],262139.0,262141.0,13848
16575,[11789],10474,[11789],262139.0,262141.0,11789
16649,[13938],7097,[13938],262139.0,262141.0,13938
16656,[11839],10095,[11839],262139.0,262141.0,11839
16695,[13975],7553,[13975],262139.0,262141.0,13975
16791,[14046],17283,[14046],262139.0,262141.0,14046
16793,[14047],1877,[14047],262139.0,262141.0,14047
16895,[14119],5105,[14119],262139.0,262141.0,14119
17019,[14216],23942,[14216],262139.0,262141.0,14216
17059,[12074],17431,[12074],262139.0,262141.0,12074
17098,[10377],6401,[10377],262139.0,262141.0,10377
17139,[14310],26928,[14310],262139.0,262141.0,14310
17171,[14329],15708,[14329],262139.0,262141.0,14329
17197,[12139],28579,[12139],262139.0,262141.0,12139
17354,[14460],27287,[14460],262139.0,262141.0,14460
17458,[14539],19545,[14539],262139.0,262141.0,14539
17476,[14553],16000,[14553],262139.0,262141.0,14553
17480,[12295],28805,[12295],262139.0,262141.0,12295
17694,[6243],16574,[6243],262139.0,262141.0,6243
17762,[14794],23324,[14794],262139.0,262141.0,14794
18005,[14991],26275,[14991],262139.0,262141.0,14991
18048,[9381],6130,[9381],262139.0,262141.0,9381
18049,[5074],30910,[5074],262139.0,262141.0,5074
18113,[15074],14856,[15074],262139.0,262141.0,15074
