id,ancestor_list,loc,trait,origin_time,island,niche,ancestor_id
0,[none],0,,0,0,0,0
262038,[0],17118,298152.16,262038,0,0,0
262087,[262038],3104,298182.44,262063,0,0,262038
262114,[262087],23437,298193.78,262072,0,0,262087
262120,[262114],32690,298196.9,262073,0,0,262114
262129,[262114],25590,298200.78,262075,0,0,262114
262137,[262129],11428,298201.34,262076,0,0,262129
262141,[262120],7478,298197.75,262077,0,0,262120
262142,[262137],8136,298202.16,262077,0,0,262137
262149,[262120],2750,298199.7,262078,0,0,262120
262188,[262149],18888,298203.12,262081,0,0,262149
262221,[262188],12510,298205.97,262084,0,0,262188
262243,[262137],23929,298210.97,262085,0,0,262137
262250,[262243],2771,298211.03,262086,0,0,262243
262263,[262243],27698,298211.03,262086,0,0,262243
262293,[262188],19193,298211.38,262088,0,0,262188
262365,[262250],4176,298215.5,262092,0,0,262250
262369,[262141],10902,298214.97,262092,0,0,262141
262417,[262221],18660,298217.6,262094,0,0,262221
262418,[262250],18796,298220.25,262094,0,0,262250
262425,[262365],31317,298218.06,262094,0,0,262365
262457,[262243],8211,298220.78,262096,0,0,262243
262459,[262188],11593,298220.88,262096,0,0,262188
262460,[262221],13510,298219.84,262096,0,0,262221
262474,[262425],28549,298219.9,262096,0,0,262425
262476,[262142],32613,298220.78,262096,0,0,262142
262485,[262476],9512,298221.12,262097,0,0,262476
262509,[262369],2900,298224.6,262098,0,0,262369
262511,[262474],5853,298221.72,262098,0,0,262474
262525,[262459],17772,298218.84,262098,0,0,262459
262532,[262485],30734,298224.94,262098,0,0,262485
262533,[262485],31387,298224.94,262098,0,0,262485
262616,[262509],2287,298227.34,262101,0,0,262509
262618,[262263],2870,298224.84,262101,0,0,262263
262634,[262533],15397,298228.88,262101,0,0,262533
262637,[262459],15944,298224.34,262101,0,0,262459
262678,[262634],19316,298229.5,262102,0,0,262634
262686,[262532],25156,298229.8,262102,0,0,262532
262712,[262293],10313,298225.97,262103,0,0,262293
262747,[262114],4177,298226.0,262104,0,0,262114
262750,[262678],5981,298227.53,262104,0,0,262678
262771,[262678],19811,298229.34,262104,0,0,262678
262775,[262637],24557,298227.06,262104,0,0,262637
262833,[262750],28494,298229.75,262105,0,0,262750
262850,[262616],3864,298232.62,262106,0,0,262616
262878,[262775],24719,298231.8,262106,0,0,262775
262911,[262476],8498,298232.53,262107,0,0,262476
262929,[262850],19392,298234.72,262107,0,0,262850
262937,[262712],24323,298230.78,262107,0,0,262712
262949,[262775],32096,298233.66,262107,0,0,262775
262962,[262616],12087,298232.25,262108,0,0,262616
262991,[262369],25824,298232.47,262108,0,0,262369
262999,[262533],29275,298232.84,262108,0,0,262533
263003,[262833],29806,298232.84,262108,0,0,262833
263105,[262686],17080,298235.16,262110,0,0,262686
263128,[262418],30295,298231.88,262110,0,0,262418
263149,[262511],7856,298236.06,262111,0,0,262511
263173,[262418],18799,298235.4,262111,0,0,262418
263197,[262949],31817,298235.22,262111,0,0,262949
263204,[263105],835,298236.16,262112,0,0,263105
263233,[262878],16446,298236.5,262112,0,0,262878
263236,[263173],18193,298238.03,262112,0,0,263173
263238,[262142],18680,298237.3,262112,0,0,262142
263279,[262999],2644,298238.7,262113,0,0,262999
263310,[262991],19741,298236.38,262113,0,0,262991
263328,[262962],27265,298237.97,262113,0,0,262962
263331,[262457],28205,298238.16,262113,0,0,262457
263333,[262850],28775,298238.25,262113,0,0,262850
263343,[262634],59,298238.44,262114,0,0,262634
263353,[263204],2822,298238.78,262114,0,0,263204
263367,[263233],8608,298240.66,262114,0,0,263233
263378,[263279],12756,298241.16,262114,0,0,263279
263451,[263331],10918,298241.9,262115,0,0,263331
263484,[263367],25831,298245.25,262115,0,0,263367
263489,[263204],27124,298241.38,262115,0,0,263204
263509,[262532],3027,298240.94,262116,0,0,262532
263510,[263489],3050,298243.66,262116,0,0,263489
263532,[263197],13180,298240.22,262116,0,0,263197
263538,[262038],16582,298241.28,262116,0,0,262038
263567,[263003],25093,298241.0,262116,0,0,263003
263571,[263484],26267,298246.03,262116,0,0,263484
263583,[263484],30267,298246.03,262116,0,0,263484
263607,[262878],3402,298240.9,262117,0,0,262878
263620,[263571],7800,298247.75,262117,0,0,263571
263631,[263451],12530,298245.7,262117,0,0,263451
263642,[262949],15560,298243.78,262117,0,0,262949
263648,[263509],17829,298243.22,262117,0,0,263509
263679,[263571],28670,298247.75,262117,0,0,263571
263685,[263238],31342,298244.16,262117,0,0,263238
263688,[263583],443,298247.38,262118,0,0,263583
263699,[263631],2935,298245.38,262118,0,0,263631
263710,[263620],9148,298246.56,262118,0,0,263620
263714,[263620],10022,298246.56,262118,0,0,263620
263715,[263510],10566,298246.1,262118,0,0,263510
263727,[263353],13868,298243.53,262118,0,0,263353
263728,[263510],14844,298245.84,262118,0,0,263510
263729,[262417],15693,298242.03,262118,0,0,262417
263777,[263571],29457,298248.8,262118,0,0,263571
263797,[263777],1754,298249.28,262119,0,0,263777
263799,[263149],2110,298244.62,262119,0,0,263149
263806,[263583],3517,298247.8,262119,0,0,263583
263808,[263631],3729,298247.1,262119,0,0,263631
263812,[263105],5543,298244.56,262119,0,0,263105
263819,[263710],8059,298247.25,262119,0,0,263710
263833,[263679],12076,298248.34,262119,0,0,263679
263837,[263685],13183,298244.25,262119,0,0,263685
263865,[263571],19711,298250.28,262119,0,0,263571
263881,[263343],24257,298244.22,262119,0,0,263343
263888,[263777],26951,298249.28,262119,0,0,263777
263894,[262833],28786,298246.38,262119,0,0,262833
263896,[263451],29136,298243.38,262119,0,0,263451
263914,[263197],2202,298244.66,262120,0,0,263197
263931,[263727],5767,298245.38,262120,0,0,263727
263935,[263367],6386,298246.66,262120,0,0,263367
263949,[263710],10185,298247.4,262120,0,0,263710
263980,[263819],18085,298248.6,262120,0,0,263819
263986,[263688],19212,298249.25,262120,0,0,263688
263994,[263837],21221,298246.22,262120,0,0,263837
264003,[263881],22617,298245.0,262120,0,0,263881
264008,[263888],23786,298249.38,262120,0,0,263888
264010,[263688],24140,298247.2,262120,0,0,263688
264014,[263894],24581,298248.4,262120,0,0,263894
264016,[262293],24917,298244.84,262120,0,0,262293
264018,[263888],25509,298249.38,262120,0,0,263888
264020,[263865],26180,298248.4,262120,0,0,263865
264023,[263714],27106,298246.2,262120,0,0,263714
264025,[263777],27426,298250.7,262120,0,0,263777
264040,[263699],30684,298247.75,262120,0,0,263699
264048,[263812],590,298246.38,262121,0,0,263812
264056,[263797],1954,298247.8,262121,0,0,263797
264057,[264020],2034,298248.34,262121,0,0,264020
264059,[264018],2122,298252.0,262121,0,0,264018
264060,[264008],2157,298249.62,262121,0,0,264008
264062,[264018],2270,298252.0,262121,0,0,264018
264070,[263986],3483,298249.97,262121,0,0,263986
264075,[263819],4679,298249.28,262121,0,0,263819
264077,[264025],5045,298252.1,262121,0,0,264025
264081,[264018],5667,298252.0,262121,0,0,264018
264093,[263714],7327,298248.47,262121,0,0,263714
264095,[263986],7914,298249.97,262121,0,0,263986
264103,[263378],8966,298248.6,262121,0,0,263378
264120,[263949],13652,298248.44,262121,0,0,263949
264137,[264008],18181,298249.62,262121,0,0,264008
264159,[263819],22486,298249.16,262121,0,0,263819
264171,[263173],26596,298247.44,262121,0,0,263173
264175,[262457],28136,298248.25,262121,0,0,262457
264183,[264025],29170,298252.1,262121,0,0,264025
264194,[263797],31935,298248.66,262121,0,0,263797
264196,[263715],32089,298247.12,262121,0,0,263715
264203,[264075],272,298249.12,262122,0,0,264075
264218,[264059],2848,298251.75,262122,0,0,264059
264222,[264062],3524,298252.16,262122,0,0,264062
264228,[263353],4561,298246.97,262122,0,0,263353
264230,[263980],4726,298249.94,262122,0,0,263980
264254,[262509],9310,298248.28,262122,0,0,262509
264260,[263715],9983,298248.28,262122,0,0,263715
264271,[264077],11513,298253.28,262122,0,0,264077
264285,[263994],15603,298249.66,262122,0,0,263994
264287,[264194],15732,298249.56,262122,0,0,264194
264289,[263451],16175,298248.97,262122,0,0,263451
264296,[264077],18629,298253.28,262122,0,0,264077
264306,[264103],20334,298249.88,262122,0,0,264103
264317,[264183],22229,298252.6,262122,0,0,264183
264331,[262511],24506,298247.84,262122,0,0,262511
264332,[264159],24507,298249.8,262122,0,0,264159
264345,[264081],25747,298252.72,262122,0,0,264081
264346,[262365],25794,298245.8,262122,0,0,262365
264358,[264048],28037,298246.7,262122,0,0,264048
264360,[264075],28976,298249.12,262122,0,0,264075
264362,[262129],29431,298247.66,262122,0,0,262129
264379,[264175],31754,298249.62,262122,0,0,264175
264390,[264194],923,298249.75,262123,0,0,264194
264413,[264317],5266,298252.78,262123,0,0,264317
264422,[263888],6537,298250.1,262123,0,0,263888
264433,[263236],9670,298245.62,262123,0,0,263236
264438,[264360],10802,298250.8,262123,0,0,264360
264446,[264218],12118,298253.62,262123,0,0,264218
264458,[262750],13792,298251.53,262123,0,0,262750
264459,[264222],13844,298251.88,262123,0,0,264222
264462,[264081],14097,298252.62,262123,0,0,264081
264470,[264093],15018,298249.66,262123,0,0,264093
264472,[264060],15298,298248.84,262123,0,0,264060
264481,[263714],17230,298249.34,262123,0,0,263714
264489,[264070],17946,298250.06,262123,0,0,264070
264494,[264057],18596,298249.78,262123,0,0,264057
264564,[264306],27228,298250.16,262123,0,0,264306
264580,[263806],30705,298249.25,262123,0,0,263806
264602,[264446],1346,298252.97,262124,0,0,264446
264613,[264413],2778,298253.56,262124,0,0,264413
264618,[263894],3322,298250.22,262124,0,0,263894
264643,[264010],6345,298250.84,262124,0,0,264010
264648,[264287],7194,298252.8,262124,0,0,264287
264669,[264462],10275,298253.44,262124,0,0,264462
264676,[264438],11261,298251.78,262124,0,0,264438
264681,[264075],12152,298250.8,262124,0,0,264075
264689,[264254],13142,298251.4,262124,0,0,264254
264703,[262929],15341,298247.94,262124,0,0,262929
264704,[264271],15357,298254.38,262124,0,0,264271
264716,[263799],17495,298249.94,262124,0,0,263799
264727,[264462],18490,298253.44,262124,0,0,264462
264737,[264462],19521,298253.44,262124,0,0,264462
264739,[264470],19679,298250.9,262124,0,0,264470
264751,[264458],21285,298251.5,262124,0,0,264458
264754,[262937],21343,298251.25,262124,0,0,262937
264757,[264285],22040,298250.97,262124,0,0,264285
264762,[264271],22978,298253.94,262124,0,0,264271
264768,[264285],23654,298251.53,262124,0,0,264285
264769,[263931],23678,298251.16,262124,0,0,263931
264773,[262525],24251,298247.22,262124,0,0,262525
264774,[264472],24300,298250.25,262124,0,0,264472
264782,[264014],25236,298249.34,262124,0,0,264014
264805,[264218],29561,298254.2,262124,0,0,264218
264812,[264059],30911,298252.2,262124,0,0,264059
264815,[264472],31365,298250.25,262124,0,0,264472
264842,[264751],2497,298251.84,262125,0,0,264751
264847,[264230],3245,298253.7,262125,0,0,264230
264895,[264446],8017,298253.47,262125,0,0,264446
264898,[264345],8832,298252.44,262125,0,0,264345
264908,[264008],10337,298251.62,262125,0,0,264008
264915,[264459],11086,298252.1,262125,0,0,264459
264918,[264762],11611,298254.25,262125,0,0,264762
264926,[264459],12880,298255.1,262125,0,0,264459
264933,[264613],13529,298253.5,262125,0,0,264613
264941,[263310],14566,298249.56,262125,0,0,263310
264944,[264056],15223,298249.94,262125,0,0,264056
264951,[264805],15716,298255.44,262125,0,0,264805
264961,[264458],16691,298250.94,262125,0,0,264458
264964,[264010],17224,298252.7,262125,0,0,264010
264966,[263567],17407,298251.94,262125,0,0,263567
264977,[264287],18583,298254.0,262125,0,0,264287
264984,[264805],19835,298255.44,262125,0,0,264805
264994,[263648],20913,298251.1,262125,0,0,263648
264999,[263994],21659,298250.12,262125,0,0,263994
265006,[264727],22141,298253.47,262125,0,0,264727
265009,[264494],22517,298253.88,262125,0,0,264494
265015,[264171],23383,298250.94,262125,0,0,264171
265026,[264020],24619,298250.97,262125,0,0,264020
265027,[264580],24898,298250.72,262125,0,0,264580
265043,[264648],28275,298254.56,262125,0,0,264648
265048,[262775],28978,298250.06,262125,0,0,262775
265052,[263331],29602,298251.78,262125,0,0,263331
265054,[264360],29736,298251.4,262125,0,0,264360
265062,[263935],30826,298249.25,262125,0,0,263935
265073,[264379],32000,298253.7,262125,0,0,264379
265075,[264218],32050,298254.75,262125,0,0,264218
265082,[265043],329,298255.4,262126,0,0,265043
265089,[264676],1052,298254.22,262126,0,0,264676
265090,[265075],1305,298256.06,262126,0,0,265075
265092,[263881],1561,298252.22,262126,0,0,263881
265093,[264296],1755,298255.38,262126,0,0,264296
265099,[264648],2532,298255.25,262126,0,0,264648
265101,[264081],3047,298255.97,262126,0,0,264081
265109,[264915],3853,298252.53,262126,0,0,264915
265118,[265062],4362,298250.78,262126,0,0,265062
265126,[264062],5232,298252.78,262126,0,0,264062
265127,[264040],5304,298253.5,262126,0,0,264040
265129,[265073],5364,298254.88,262126,0,0,265073
265131,[264812],5776,298253.16,262126,0,0,264812
265138,[264230],6409,298253.6,262126,0,0,264230
265152,[264908],7260,298253.38,262126,0,0,264908
265153,[264944],7410,298252.4,262126,0,0,264944
265182,[264895],10022,298254.78,262126,0,0,264895
265196,[264704],11707,298256.16,262126,0,0,264704
265199,[264754],11901,298253.38,262126,0,0,264754
265267,[264390],20562,298251.94,262126,0,0,264390
265268,[263812],20618,298253.97,262126,0,0,263812
265270,[264040],20752,298253.25,262126,0,0,264040
265274,[264676],21421,298253.44,262126,0,0,264676
265278,[264289],21847,298251.97,262126,0,0,264289
265290,[263607],23499,298250.2,262126,0,0,263607
265292,[265075],23743,298256.06,262126,0,0,265075
265308,[264077],25101,298254.0,262126,0,0,264077
265310,[264762],25168,298255.16,262126,0,0,264762
265320,[264003],26676,298252.97,262126,0,0,264003
265328,[263949],27360,298251.6,262126,0,0,263949
265340,[264345],29234,298254.3,262126,0,0,264345
265357,[264564],30722,298252.66,262126,0,0,264564
265363,[264494],31311,298253.25,262126,0,0,264494
265374,[264289],525,298253.28,262127,0,0,264289
265377,[265310],744,298255.88,262127,0,0,265310
265381,[264446],1163,298254.88,262127,0,0,264446
265383,[264489],1418,298252.3,262127,0,0,264489
265387,[264669],1943,298254.06,262127,0,0,264669
265397,[262509],2438,298254.1,262127,0,0,262509
265419,[264951],3981,298256.47,262127,0,0,264951
265432,[264815],4984,298254.38,262127,0,0,264815
265439,[265340],6354,298255.88,262127,0,0,265340
265442,[265043],6474,298257.62,262127,0,0,265043
265450,[265268],6982,298256.03,262127,0,0,265268
265472,[262141],9121,298252.28,262127,0,0,262141
265489,[263714],11411,298253.06,262127,0,0,263714
265491,[265363],11831,298253.72,262127,0,0,265363
265515,[264689],14186,298255.2,262127,0,0,264689
265520,[264669],14660,298255.72,262127,0,0,264669
265524,[264966],15131,298255.6,262127,0,0,264966
265525,[264994],15165,298255.2,262127,0,0,264994
265534,[264977],15768,298253.84,262127,0,0,264977
265570,[265006],19599,298255.53,262127,0,0,265006
265574,[264413],19850,298256.12,262127,0,0,264413
265580,[264016],20521,298252.9,262127,0,0,264016
265585,[264966],20996,298254.03,262127,0,0,264966
265589,[265099],21409,298256.28,262127,0,0,265099
265594,[264944],21864,298252.12,262127,0,0,264944
265597,[265089],22080,298254.03,262127,0,0,265089
265611,[264422],23070,298254.03,262127,0,0,264422
265613,[264331],23232,298252.38,262127,0,0,264331
265627,[265310],24573,298255.88,262127,0,0,265310
265633,[265009],25025,298254.03,262127,0,0,265009
265634,[265196],25164,298257.94,262127,0,0,265196
265651,[264358],27111,298253.12,262127,0,0,264358
