quality,n,phylometric,statistic,p,regime,epoch,mut_distn
33% resolution,30,mean_pairwise_distance,97.0,0.005319684023981225,"weak ecology, spatial",0,default
3% resolution,30,mean_pairwise_distance,178.0,0.2622987191194901,"weak ecology, spatial",0,default
1% resolution,30,mean_pairwise_distance,205.0,0.5716457836721114,"weak ecology, spatial",0,default
10% resolution,30,sum_distance,232.0,0.9917945644340904,"weak ecology, spatial",0,default
33% resolution,30,sum_distance,231.0,0.9753871641763363,"weak ecology, spatial",0,default
3% resolution,30,sum_distance,226.0,0.8936443871266052,"weak ecology, spatial",0,default
1% resolution,30,sum_distance,226.0,0.8936443871266052,"weak ecology, spatial",0,default
3% resolution,30,colless_like_index,158.0,0.12543823902980825,weak selection,0,default
33% resolution,30,colless_like_index,50.0,0.0001742281335965429,weak selection,0,default
10% resolution,30,colless_like_index,89.0,0.00316176493665549,weak selection,0,default
1% resolution,30,colless_like_index,161.0,0.14138951131633032,weak selection,0,default
3% resolution,30,mean_evolutionary_distinctiveness,147.0,0.07864666027410346,weak selection,0,default
33% resolution,30,mean_evolutionary_distinctiveness,116.0,0.016565526979430395,weak selection,0,default
10% resolution,30,mean_evolutionary_distinctiveness,131.0,0.0368261284160903,weak selection,0,default
1% resolution,30,mean_evolutionary_distinctiveness,137.0,0.049498046027749744,weak selection,0,default
3% resolution,30,mean_pairwise_distance,117.0,0.017518393579685057,weak selection,0,default
33% resolution,30,mean_pairwise_distance,5.0,2.878599219394298e-06,weak selection,0,default
10% resolution,30,mean_pairwise_distance,52.0,0.0002051529226187778,weak selection,0,default
1% resolution,30,mean_pairwise_distance,132.0,0.038723026479358956,weak selection,0,default
3% resolution,30,sum_distance,213.0,0.6883592982254604,weak selection,0,default
33% resolution,30,sum_distance,225.0,0.8774027283940786,weak selection,0,default
10% resolution,30,sum_distance,207.0,0.5999359281677457,weak selection,0,default
1% resolution,30,sum_distance,227.0,0.9099307681587345,weak selection,0,default
