id,ancestor_list,loc,trait,origin_time,island,niche,ancestor_id
0,[none],0,,0,0,0,0
174775,[0],7160,86580.125,87388,223,0,0
455428,[0],20472,179221.05,180939,639,0,0
579614,[174775],5394,209921.94,211986,168,0,174775
592972,[174775],30799,212602.53,214657,962,0,174775
700514,[455428],21351,230319.02,232581,667,0,455428
701993,[592972],32761,230550.77,232792,1023,0,592972
766077,[455428],14840,238464.36,240803,463,0,455428
798144,[766077],15947,241968.66,244366,498,0,766077
800809,[701993],767,242237.25,244633,23,0,701993
820665,[579614],7183,244032.25,246438,224,0,579614
879418,[766077],13788,248878.52,251334,430,0,766077
898467,[700514],23040,250301.42,252799,720,0,700514
899312,[820665],5857,250395.73,252860,183,0,820665
904685,[879418],14012,250749.27,253218,437,0,879418
938006,[800809],32248,252770.16,255300,1007,0,800809
948092,[579614],11124,253379.55,255894,347,0,579614
951867,[800809],3071,253578.7,256104,95,0,800809
953939,[899312],4877,253707.17,256213,152,0,899312
964172,[592972],27978,254202.78,256724,874,0,592972
983321,[898467],21965,255112.42,257636,686,0,898467
994711,[904685],13873,255639.77,258154,433,0,904685
995593,[964172],27555,255648.62,258192,861,0,964172
1000343,[983321],22229,255855.77,258390,694,0,983321
1007375,[938006],125,256119.42,258672,3,0,938006
1008218,[994711],13932,256184.27,258704,435,0,994711
1014473,[953939],4561,256389.5,258936,142,0,953939
1023353,[948092],9765,256693.94,259253,305,0,948092
1024004,[898467],24549,256694.98,259275,767,0,898467
1024089,[700514],19507,256707.94,259278,609,0,700514
1025805,[1007375],96,256768.4,259334,3,0,1007375
1038820,[1000343],22472,257194.75,259740,702,0,1000343
1041068,[995593],27807,257247.84,259808,868,0,995593
1043222,[899312],6685,257328.08,259872,208,0,899312
1044209,[1008218],13665,257359.3,259900,427,0,1008218
1045317,[1043222],6665,257386.3,259931,208,0,1043222
1055540,[798144],16634,257643.1,260207,519,0,798144
1055820,[701993],30139,257627.33,260214,941,0,701993
1057910,[1055540],16619,257706.12,260268,519,0,1055540
1059123,[1041068],27937,257730.61,260298,873,0,1041068
1063649,[1023353],9379,257841.38,260409,293,0,1023353
1064541,[1057910],16682,257865.5,260430,521,0,1057910
1065541,[995593],26897,257869.94,260453,840,0,995593
1066346,[1014473],4137,257908.56,260472,129,0,1014473
1070865,[1064541],16619,258011.95,260572,519,0,1064541
1073399,[1024089],19369,258039.73,260627,605,0,1024089
1076344,[1023353],10158,258120.98,260690,317,0,1023353
1083829,[1063649],9366,258272.78,260846,292,0,1063649
1084211,[951867],2822,258264.25,260854,88,0,951867
1085406,[1025805],32450,258288.8,260877,1014,0,1025805
1087841,[1038820],23041,258363.22,260925,720,0,1038820
1088366,[1041068],27478,258355.23,260935,858,0,1041068
1092462,[1066346],4256,258443.7,261013,133,0,1066346
1093897,[1087841],23103,258473.38,261039,721,0,1087841
1094500,[1038820],22142,258502.48,261050,691,0,1038820
1096121,[983321],20742,258502.81,261079,648,0,983321
1097135,[1008218],14854,258528.31,261097,464,0,1008218
1097480,[1044209],13758,258551.06,261103,429,0,1044209
1100487,[994711],12662,258604.36,261154,395,0,994711
