id,ancestor_list,loc,trait,origin_time,island,niche,ancestor_id
0,[none],0,,0,0,0,0
191264,[0],5528,215419.16,191264,0,0,0
295512,[191264],11562,274132.25,243388,0,1,191264
318767,[295512],11683,282860.9,251140,0,1,295512
361703,[318767],16926,294925.8,261874,0,2,318767
362106,[318767],14942,295018.78,261955,0,1,318767
362275,[361703],17478,295044.22,261983,0,2,361703
362292,[191264],7496,295075.6,261986,0,0,191264
362324,[362292],8052,295078.78,261990,0,0,362292
362497,[362106],13018,295079.7,262009,0,1,362106
362506,[362497],13423,295082.78,262010,0,1,362497
362554,[362275],22581,295080.66,262014,0,2,362275
362675,[295512],31064,295110.56,262024,0,3,295512
363156,[362675],26039,295156.16,262061,0,3,362675
363169,[363156],26746,295157.6,262062,0,3,363156
363171,[362292],4414,295162.44,262063,0,0,362292
363179,[362554],20455,295131.28,262063,0,2,362554
363256,[363171],4669,295165.53,262068,0,0,363171
363283,[361703],20791,295139.6,262069,0,2,361703
363298,[363283],17208,295141.28,262070,0,2,363283
363344,[362675],24633,295168.9,262072,0,3,362675
363405,[363283],22712,295143.38,262075,0,2,363283
363442,[363179],17020,295146.72,262077,0,2,363179
363647,[362506],15163,295161.8,262086,0,1,362506
363695,[363647],15203,295165.66,262088,0,1,363647
363696,[363298],18257,295161.62,262088,0,2,363298
363708,[363344],31339,295183.0,262088,0,3,363344
363714,[363171],7980,295191.72,262089,0,0,363171
363747,[363695],14840,295169.34,262090,0,1,363695
363768,[363714],3361,295193.75,262091,0,0,363714
363790,[362275],23898,295162.75,262091,0,2,362275
363800,[363768],4332,295194.75,262092,0,0,363768
363801,[362324],5505,295190.62,262092,0,0,362324
363851,[363696],21127,295167.78,262093,0,2,363696
363900,[363800],3122,295197.5,262095,0,0,363800
363901,[363768],6032,295197.72,262095,0,0,363768
363917,[363696],17065,295168.4,262095,0,2,363696
363918,[363851],18382,295168.4,262095,0,2,363851
363943,[363901],7554,295199.97,262096,0,0,363901
363947,[363647],12406,295173.3,262096,0,1,363647
363983,[363943],7056,295202.06,262097,0,0,363943
364007,[363696],24524,295167.62,262097,0,2,363696
364033,[362497],12436,295174.0,262098,0,1,362497
364057,[363169],30661,295196.6,262098,0,3,363169
364072,[362506],8866,295176.97,262099,0,1,362506
364074,[363747],11251,295176.88,262099,0,1,363747
