id,ancestor_list,origin_time,destruction_time,taxon_label,ancestor_id
1304,[947],32679.5,32696.5,Inner+r=32672+d=Cz+uid=DH4StohQOEqGmyVVW-aS9c,947
1314,[1115],32679.5,32696.5,Inner+r=32672+d=C_+uid=DO8Z1QPKKuv8shcdNXlOmR,1115
1315,[259],32679.5,32696.5,Inner+r=32672+d=DI+uid=B765JiTiDUbSzKjnS3qW9C,259
1332,[419],32679.5,32696.5,Inner+r=32672+d=1+uid=43OH4yweFMjcRSx5vjl7Y,419
1333,[971],32679.5,32696.5,Inner+r=32672+d=B+uid=CM-4JREztrq4stt1TSb6oq,971
1334,[971],32679.5,32696.5,Inner+r=32672+d=DE+uid=yBsdnCQDeXhr5tgYgQeab,971
1336,[1134],32679.5,32696.5,Inner+r=32672+d=Cg+uid=Bsk9hBta9kM-7CCbzqKw6z,1134
1346,[979],32695.5,32712.5,Inner+r=32688+d=Cj+uid=BLLHO_7WBRqGol26XDrrnW,979
1350,[981],32695.5,32712.5,Inner+r=32688+d=b+uid=D7TG-7_1E7R7tH0eoa0Tnt,981
1353,[601],32695.5,32712.5,Inner+r=32688+d=Bz+uid=DC6goHqY5KAP-9QrvA8FXt,601
1363,[511],32695.5,32712.5,Inner+r=32688+d=Cr+uid=BV_cQBbvoIO0YPkj2w-mIW,511
1370,[847],32695.5,32712.5,Inner+r=32688+d=BX+uid=BACDmpJfqX3QdxSKUq9MeC,847
1377,[720],32695.5,32712.5,Inner+r=32688+d=Ca+uid=gWsTmrJfuRmb2w1ISqxc-,720
1381,[318],32695.5,32712.5,Inner+r=32688+d=6+uid=1jw775bXUg3ryDj8Fi9ET,318
1382,[370],32695.5,32712.5,Inner+r=32688+d=A+uid=CUAwMcdhbzeIBjUbwK6qSZ,370
1392,[620],32695.5,32712.5,Inner+r=32688+d=p+uid=BSRa1QnntzXL3uW1pi6-43,620
1401,[869],32695.5,32712.5,Inner+r=32688+d=D-+uid=bmOPl72PWGqkblVfP9aSy,869
1409,[1024],32695.5,32712.5,Inner+r=32688+d=De+uid=BuxWesdUoLJCrojYLz9SGz,1024
1410,[1024],32695.5,32712.5,Inner+r=32688+d=o+uid=DpFuqOcp40ylNCs9HxPZOM,1024
1412,[876],32695.5,32712.5,Inner+r=32688+d=CY+uid=GHxYj7PC3ZZCUjEtWRZEB,876
1413,[876],32695.5,32712.5,Inner+r=32688+d=Br+uid=BE4PElUxkXI0O_Y6DgQKnI,876
1414,[379],32695.5,32712.5,Inner+r=32688+d=S+uid=DzfIlDZH5pZgGMObp_vwvA,379
1435,[888],32695.5,32712.5,Inner+r=32688+d=Co+uid=CEMTOa6vkYGiJZkIQPQim0,888
1437,[331],32695.5,32712.5,Inner+r=32688+d=j+uid=DbG6raLw9a1DDGmyozrmsI,331
1443,[1046],32695.5,32712.5,Inner+r=32688+d=C6+uid=BjNRNGA6Arp2XlMKlHthxS,1046
1454,[463],32695.5,32712.5,Inner+r=32688+d=C-+uid=DkXBAjqFyygDj08PSmS7_e,463
1458,[336],32695.5,32712.5,Inner+r=32688+d=Ba+uid=Bwx8fVkznCJjmalCePU9d-,336
1459,[905],32695.5,32712.5,Inner+r=32688+d=Dy+uid=CijQyD5fRrbcO7oRHANF_7,905
1461,[396],32695.5,32712.5,Inner+r=32688+d=Du+uid=Cv2-nSfr0OBVAfxvQ9Bh95,396
1470,[655],32695.5,32712.5,Inner+r=32688+d=C3+uid=DosF4iZefQmCDeJDiHXjUi,655
1477,[558],32695.5,32712.5,Inner+r=32688+d=B_+uid=CRfXtnAuPgTqtaVTu256pR,558
1497,[789],32695.5,32712.5,Inner+r=32688+d=CD+uid=C6hIsluC2L-jY_1wLVAWcY,789
1499,[790],32695.5,32712.5,Inner+r=32688+d=Dd+uid=DQy-vSdUjZ6MWFHifKLffy,790
1502,[1089],32695.5,32712.5,Inner+r=32688+d=D4+uid=CoEobWixvE1-5Rk-a2PIad,1089
1515,[1296],32695.5,32712.5,Inner+r=32688+d=CP+uid=MYH_ppNXa-JEnvUcefOhX,1296
1519,[1102],32695.5,32712.5,Inner+r=32688+d=9+uid=dpO7x5IiQiNJECJ35BCga,1102
1520,[1102],32695.5,32712.5,Inner+r=32688+d=X+uid=BOVQa0FUWVj1D_S2FQHvzo,1102
1522,[349],32695.5,32712.5,Inner+r=32688+d=CS+uid=C5xs1u0UnuWzqvPokVJl7I,349
1525,[1304],32695.5,32712.5,Inner+r=32688+d=BK+uid=ks_B8ocqnTRT3pvjl36mU,1304
1527,[682],32695.5,32712.5,Inner+r=32688+d=Ct+uid=DgwvKpwMV7MzlK1q97d4TZ,682
1534,[1115],32695.5,32712.5,Inner+r=32688+d=CQ+uid=NhQkHO0Ph8Ric_c5lBCSk,1115
1539,[585],32695.5,32712.5,Inner+r=32688+d=DT+uid=B_rp1ANuLwTn3Hki5EXd0l,585
1543,[495],32695.5,32712.5,Inner+r=32688+d=B5+uid=D5hsqOxmIZK1LgNLBdfdjb,495
