id,ancestor_list,origin_time,destruction_time,num_orgs,tot_orgs,num_offspring,total_offspring,depth,sequence
25212873,[25204358],100000,inf,1,1,0,0,5987,xwtjagcvslnanvybyjaybvrvkvdulqcusrabvfpmamjmcilruvoycitlmcbavotvffkuasscocsiskltaubaovlcbvnptkdvyajqzvvvvfcjvvgacp
25212870,[25208818],100000,inf,1,1,0,0,5986,xwtjagcvslnanvybyjaybvrvkvdulqcqsrvbvbdfamjiciirypodciylzcpaokvrfknpsccocsiiprtaubsbvlcbvnpyudvprkczvvvvfcjvvgafy
25212869,[25204540],100000,inf,1,1,0,0,5982,xwtjagcvslhjivybqjaybrvavdwlqeuszvovfpbamjiciyryjodciypzcpivokvyfkupsscocsiokrtaubsbvlcbvrpudvdjkczvvvvfcjvvgaiyxwtjagc
25212868,[25211121],100000,inf,1,1,0,0,5980,xwtjagcvajzbtgjyyaybmbutzbnwjmpcwvvujvylzdcrkoaqcwdcvuvximvyvapqzipupilpcvfromljctovfwtbwjvezuomyqyzvvnvfcjvvgaou
25212866,[25210888],100000,inf,1,1,0,0,5992,xwtjagcvslnanvybytaybvrvkvdulqcusrabvfpmcmjicxamyvoominlmcpavwmvffkutlscozsjokltaubsbvccbvnptedvyalqzvvvvfcjvvgacp
25212863,[25208566],100000,inf,1,1,0,0,5959,xxwjjagcvajbbtkbylayufqphbznwnhfmuvvduvyyrdcqknjmcsluvunvjimwvtubpikupwlpvfcsxljctmvjbvlwwvozuwltqyzvvvvfcjvgao
25212862,[25210685],100000,inf,1,1,0,0,5983,xwtjagcvsleanvwpylaybrvkvddlzeushvbvfdrazjicbydyjodckypzcpavlkvffkupsscocsxxkltaubscvpcbvnptxdvjaoczvvvvfcjvvgaiy
25212860,[25204590],100000,inf,1,1,0,0,5970,xzjgagcvkjabteyyfybfbuyzbnwowzlfvvvufvylzxcrkmaccwdivxvximvwvadbzibuswlpcvftwmdkctsvibfbwwequomyzyzkvvvfcjvvgaooxwjjmgcxwjjagc
25212859,[25205406],100000,inf,1,1,0,0,5976,xwjjagcvafzbtnmylaybfbutzbkwkwftdvvvhfvylmcvcrkmaecwdivivxcmvwvnsbzmyupwlpcvftsmyjcasvibtbwwvewuomyqyzvvvvfcjvvgaox
25212855,[25210825],100000,inf,1,1,0,0,5987,xwtjagcvslnanvybyjjybvrvkveulucuseyuvfpmamjiciaryvomcislxcpavotvtfkupskiocsiokltaubsovlcbvnptudvyalqzvvvvfcjvvgabp
25212851,[25206613],100000,inf,1,1,0,0,5974,xwxjagcvajzlthuyyaybmbhtbtkwojfmuvvvufyozrcnnvmcwdvvavijvyvasizzbepwlpcvfrsnbfckmvzbswjbozsppyqyzvvvvfcjvvgazoxwxjaxcpajzltluyyatbxwxjagcxwxjagc
25212850,[25207354],100000,inf,1,1,0,0,5964,xwbpjagcvdalwvjyymoddslvadcyafwcuvvpmcvousmczkwaicqpjxxcwyuvvsdktsqyoariiioukpkvdvqzaxuacdadycyyqpzvvvvfcjvvgapx
25212847,[25208381],100000,inf,1,1,0,0,5950,xwajaxwajagcviovrutvybynaoecvzxvxwfwjfoxvvvuzrsxubqtbawjmwkaowkofsyysdzwetkhvclvvbzhumkbjxyzluqvxxwobysryzvvvvfcjvvgambxwajaxw
25212845,[25208871],100000,inf,1,1,0,0,5987,xwtjagcvslnanvyjyjaybvrvkvdudqcusrabvfpmamjiciaryvomcinlxcpavotvfftutlscnzsjokltaubsbvccbvnptudvyalqzvvvvfcjvvgack
25212842,[25202915],100000,inf,1,1,0,0,5957,xwnjagcvvlnhnvybytaybvsvacaljrpcxvzvttmamdyxnakctcmcislzkumvwqvifkypsoqoxwtikbtkwoybbycxvejltjuwwlczvvvvfcjvvgkxyawnjagcvvlnhnvyytaybqsvamxljrpmlvzvttiamdxwnjagc
25212837,[25211146],100000,inf,1,1,0,0,5975,xwjjagcvafiitlbyyaybfbutzbnwowflfvvvufvylefcrkmaccwdivnvxcjvwvrsbyziyuprwlpcvvxsmdjstsviztbwdvewuomyxyzvvvvfcjvvgaox
25212836,[25211019],100000,inf,1,1,0,0,5965,xwljagdvofnvbhuyyaybyvhtncnwobfuvtvufvyozdcrkoapcjduvavjivivasozbbuptlicvfkscijctmvqqtbwwvoxlpmqqmzvvvvfcjvvgaroxwlaakcxwxjagc
25212834,[25204233],100000,inf,1,1,0,0,5987,xwzoagcvajnbycunyuybmbutbarwzjfmuvvtjdvyozohrxnaeccbduvuvjhivrvfsbzibfiwlpovvoomfjctmvrbtbswfozultydyzvvvvfcjvvgaoxxwzjagcvajnxwzjagcvajn
25212832,[25206445],100000,inf,1,1,0,0,5986,xwjjagcvajnbtluyypbbebutbnnworbuuvvvniwfpdkckepmcwfuvureimfpvtpbpirrrwlpcvrbsmljctmnibtblavozodyyqyzvvvvfhjvvgaoxxwjjagcvajnxwjjagcvajn
25212831,[25204230],100000,inf,1,1,0,0,5942,xwrjagcvvozqrvytyuazatxjvqvrcwmabmbmvzvkvuuospfovancvxucojzfblvyfhtbonwyecbyiusobuzowxjdlcovbllayykyzvvvvfcjvvgafi
25212830,[25210294],100000,inf,1,1,0,0,5977,btnmyykybfbuizbkwkwftdvvvhfvylmcvcrkmaecwdivibxcmvwvnsbzmyupwlpcoftsmyjcasvibtbwwvewyomyqyzvvvvfcjvvgauxxwjjagcnafz
25212829,[25211130],100000,inf,1,1,0,0,5951,xwkjagcvvxhhrhvybyncsvpovxvkluwjbmxvlvvprsjupdtcttrwiwabuzmzlykyhowatohvclovvszhmbkbjedajqqvpxbukyboyzvvvvfcjvvgahq
25212828,[25209313],100000,inf,1,1,0,0,5945,xwrjagcvvwztrvyxyuaoacxmvqvywnwysbmbvvzvivuaoaxbwvencvipcouzrblvhfhwbrnwyacbdmusobxzbjxkilccvexbdyyuyzvvvvfcjvvgawl
25212824,[25211388],100000,inf,1,1,0,0,5991,xwtjagcvslnanvybyjaybvrvkvdulqcusrabvfpmamjmcilruvoycitlmcbavotvffkuasscocsiskltaubsovlcbvnptkdvyajqzvvvvfcjvvgacp
25212819,[25208476],100000,inf,1,1,0,0,5984,xwtjaglvsleazvwpyjaybrvkvdklzeushvbvfdrazjinbydyjodccypzcpavlkvffkupsscocsxokltfubscvpcbvnptxdvjaoczvvvvfcjvvgaiy
25212815,[25210743],100000,inf,1,1,0,0,5981,xwljagcvhbfaqvybyjaybvlvkvduaxcasbvcvcpnmmxciefbeomcidezfeavxkvwflspdechcsikktaxpsbvlcavzptunvjpnrzvvvvfcjvvgntlmstiagcewljasc
25212814,[25204234],100000,inf,1,1,0,0,5982,xwjjagcvajnbtluyypyqebutbbtwkjfuvvvneyfpdkckefmacfuvuvuvmfpvtpypiqrpblecvrbsmljctmvrbtbsavozudnyqyzvvvvfcjvvgaoxxwjjagc
25212813,[25209593],100000,inf,1,1,0,0,5978,xwtjagcvslnanvybyjaybvrvcvdulqcusrvbvftmamjiciaryjomciylncpavokvpfkupsscocjiomlsaubsyvlcuvqptudvjalmzvvvvfcjvvgaiq
25212822,[25206535],100000,inf,1,1,0,0,5942,xwrjagcvjvkztmvyyuazayxivqvyqwwmsbkbvjzvbvsaozcflvencvxploczublvswuwbnnwyacbyfusobxabymjilclvepfiyyuyzvpvvfcjvvgabuxwsjagc
25212812,[25209175],100000,inf,1,1,0,0,5975,xwljagcvojnvtluyyaybybhibqlwobfidvuvufvytzddrkoamcjdvavkbvivxsozbbuptjcffisuictmvqbtbwwvoxlpmyqmzvvvvfcjvvgaroxwlmaccxwljagcxwljagc
25212809,[25211110],100000,inf,1,1,0,0,5977,xwljagcvajabtwjybaybmbuxzbnwywflivvyfvylzdcrkoaccwdfvjvoirvyvasxzimupwlwcvfzsmtjccovrbtbawvezuumywyzvvvvfcjvvgaxq
25212804,[25211104],100000,inf,1,1,0,0,5946,xwrjagcvvwztrvyxyuaoacxmvqvywnwysbmbvvzvxvuaokxbwvencvipcouzrblvhfhwbrnwyacbdmusobqzbjxkilccvexbdyyuyzvvvvfcjvvgawl
25212803,[25199777],100000,inf,1,1,0,0,5981,xwtjagcvblyanvmbyjaybvrvkvjujqcuscvjvfpmamritlaryjoyciyrqrprvokvffrupsscocsloklsnuvsbwlcbvxkeudvdblczvvvvfcjvvgryxwtjagc
25212802,[25210058],100000,inf,1,1,0,0,5985,xwtjagcvsinanybyxaybvrvkvdulqcuuevbvmpmnxfmciarnjomtiqezcpavokvwfkunsscodsiokltabpsbvlcbzvzptufvjalczvvvvfcjvvgaiyxwtjazcvsindnvybbxaybvrvkvdulacusevbvmpmaxxmciarbjtmtiqezcpavokvwfkunsscodsiokltabp
25212800,[25206190],100000,inf,1,1,0,0,5986,xwzjagcxajnbtcuyyuybmbutbanwzjfmuvvvjdvyozohrzpaccbduvuvjhivrvfsbzibuiwlpovvsomfoctvrbtbswfozulqyqyzvvvvfcjvvgaox
25212798,[25211108],100000,inf,1,1,0,0,5971,pajzltluyyatbxwxjagcvajzltluyylybmbhtbtkwojfmuvzvufyozrccnovmcwdvvavijvyvasizibopwlpcvfrsnbfckmvqbsbwjbozsppyqyzvvvvfcjvvgazoxwxjagc
25212796,[25211205],100000,inf,1,1,0,0,5986,xwtjagcvklnnnvybyjayivrvkvdulqcuprrdvuawamjicipryvomcioxzcpuvozvffkupsscossioeltaubtbvlmbvnptudvjalczvvvvfcjvvgaif
25212795,[25210667],100000,inf,1,1,0,0,5982,vojxbtleyyyywmbumpbnwovfvuvvvyjvyozdcrkotmcwdrvuvrimvyvusbzqpcpwlpcvfcsmljctmvnbtbejjojzudmyqyzvvvvfcjvvgapyxwqjagc
25212792,[25210531],100000,inf,1,1,0,0,5963,xwljagcvofnvbhuyyaybyvhtncnwobfuvtvufvyozdcrkoapcjduvavjivivasozbbuptlicvfkscijctmvqqtbwwvoxlpmqqmzvvvvfcjvvgaroxwljakcxwxjagc
25212791,[25207706],100000,inf,1,1,0,0,5984,xwtjagcvslhjivybqjyybrvavdulqeusrvovfpoamjiciyrnjhdciypzcpevokvffkupsscocsiokrtaubsbvlcbvnpbudvjakczvvvvfcjvvgaiy
25212789,[25211022],100000,inf,1,1,0,0,5937,xwrjagcvvaqtmvytyyazicxuvzvyqnsmbmbvvzvkvuakkxflsencvxpcoezublvzthwbnnwyucbyfesobubjxjilceveobiyydzvvvvfcjvvgaubxwrjagcxwrjagc
25212783,[25207156],100000,inf,1,1,0,0,5977,xwjjagcvnjnbtxuyaaybmbutbbnwrlfmuvvvjavyofohrknaycwduzuviivvyvtsblibupwlpuvfcoqpctmvkbtbwxwvowywwyqyzvvvvfcjvvgaoz
25212782,[25210616],100000,inf,1,1,0,0,5971,xwbpjagcvdarbvysyymydfvlhvzdoyafwcfvvdxpvowcmcrtwwmcqpvzxuwydvlsdspsqozaviioukpwvdvnnaxuacurdicyyqyzvvxvfcjvvgapdxwbpjagcvdarb
25212781,[25206080],100000,inf,1,1,0,0,5987,xwtjagcvcfnanvybypayqvrvovdulqcusrvbvfdmamxicipryodciylzcpavokvffkuqrsxodoilokttaumjbvlcdvnpkuqvprkczvvvvfcjvvgaiy
25212779,[25208502],100000,inf,1,1,0,0,5985,xwtjagcvsioinvybyxaybvrvkvdulmcusyvbvmpxaxxiciarbjomliqazcpavojvwfxuqsscodsiokltalpobvlcbvzptedvjatczvvvvfcjvvgaiy
25212777,[25210428],100000,inf,1,1,0,0,5981,xwjjagcvajzbtljyyaytmbbtzbnojwvusvvvufvyotsqrkotqcwduvcvximvkvasbzipupqlpzvftrmlonctovnbnbwqveduowyqyzvvvvfcjvvgaoxxpjjagcvajz
25212776,[25210574],100000,inf,1,1,0,0,5991,xwtjagcxsananvybyjjybvzvkvduljcbsrcbvfpmavjicijyvomcinlmcpavotvfkkpskcocsiokqtaubsovlcbvnptudvyjlqzvvvvfcjvvgacpxwtjagcxwtjatc
25212772,[25211126],100000,inf,1,1,0,0,5986,xwjjagcvafnbtlbyyayvnbntbbnwosfmuvvvnsvroztcrkntcwxuhuvbkmvyvtrbxibupwlpcvtcsmjjktzvrbtbwwvlzupoyqyzvvvvfcjvvgaox
25212769,[25209400],100000,inf,1,1,0,0,5987,xwtjagcvslnanvybyjaybvrvkvdudqpusrabvfpmamjiciaryvomcielmcpqvotfffuolscozsjokltaubsbvccbvnptudvyalqzvvvvfcjvvgacp
25212766,[25206755],100000,inf,1,1,0,0,5951,xwrjagcvvlztkvytyuazacquvqvuqwwmsbmbvvcvkmuaokxrvyncvxqnoczunlvufhhbnyztacbyfdsobezjxajlclvpsbiyyuyzvvlvfcjvvgabbxwgjagcxwejagc
25212875,[25200229],100000,inf,1,1,0,0,5951,xwrjagcvvlztkvytyuazacquvqvuqwwmsbmbvvvkmuaokxrvyncvzqnovzunlvufhhbnfztacbyfdscbezjxajlclvpsbiyyuyzvvlvfcjvvgabqxwgjagcxwejagc
25212765,[25208788],100000,inf,1,1,0,0,5983,xwjjagcvajzatlfyyaybawutzbnwjwfukvpvqfvymdcrkefqdwxdcvqvximfvsybzipupwltcvftrmljctovnbtowqvrnzuozyqyzvvvvfcjvvgaoxxwjligcvajzxwjjagcvajz
25212764,[25211076],100000,inf,1,1,0,0,5946,xwrjagcvlvkjtmvyyuazayxuvbvyqwwmsbqbvvzvvsaoztflvenuvxpeoczublhvswuwbnnwjacbyfusobxmbymjilcleeofiyyuyzvvvvfhhvvgabuxwrjagcvlvmjtmvyyuazayx
25212761,[25211088],100000,inf,1,1,0,0,5982,xwjcagcvajylkzuyyaydmbxtktswojfmmvvvufkozpcrlpawctduvavhimvlvdsozibxpwlbpvfcscbjcsmvqbkewjvotlppyqyzvvvvfcjvvgazo
25212760,[25208528],100000,inf,1,1,0,0,5981,xwbjagcvajkbtsuyypybebutebnwojjuvvvnewfpdkckepmcwfuvuvbimfpvtpbpirrewlpcvrbtmljcktmvrbtbsavozudnyqyzvvvvfcjvvgaoxxwbjagcvajk
25212758,[25210848],100000,inf,1,1,0,0,5992,smqlcdvnptuqvprrczvvvvfcjvvgaiyxwtjagcvqfnahvybycayqvrvkvdulqcurrvxvfdmtmjiciprlodciylzcpavokvffkuqrscodmidokttaub
25212756,[25206582],100000,inf,1,1,0,0,5983,xwjjagcvajnbtluyyaybcbzzbbnwfjfmfvvnjvyozscrkntmcwquvuvnimyotsbzijupwndcvfjsmljctmvrbsbswvozuajyqyzvvvvfcjvvgooxxwjjagcvaju
25212751,[25208901],100000,inf,1,1,0,0,5981,xwtjagcvaljmttzybaybwquubknwoftxxvvvkmvybzfcrkcoyrwdmywvozjdylswudfylnzfvfmzmdjcbwvjbuuwpviolciyqyzfvvvfcjvvgakuxwbjagowaln
25212750,[25210654],100000,inf,1,1,0,0,5986,xwtjagcvqlnanvybyjaybvrvkvdulqcusrvbvfdmamjicicryodsiylzcpavokvffkuqrslocmiloaltaibsbvlczvnptuqvprkczvvvvfcjvvgaiy
25212746,[25201454],100000,inf,1,1,0,0,5984,xwtjagcvslnfnvybyjaybvrkvdulqcusrabvfpmamjrcilruvoycitlmcbavotvffkuasscocsmkltauusovlcbvnptkdvpajqzvvvvfcjvvgacpxwtjagc
25212743,[25210635],100000,inf,1,1,0,0,5969,xwbpjagcvdalwvjyymoddslvadnyafwcuvvpmcvyusmczkwaicqpzxedwyuvvsdktsqyoariiiouepkvdvqzaxuacdadycyyqpzvvvvfcjvvgapx
25212740,[25209730],100000,inf,1,1,0,0,5988,xwtjagcvxipacvybyjaybvrvkvdulqcukradvdpmamjljibsyvoaciaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaayezcpavokvffknpslcocsiakltacbtbvjcbvnptpdvkalczvvvvfcjvvgaiy
25212734,[25210566],100000,inf,1,1,0,0,5976,xwtjagcvaljmrbzybiybwqusbknwoftxxvvvkmvypzfcrkcuyiwdzvwvozjdyvlsludfylbzfvfmzmujcbwvjbuuwpviolciyqyzfvvvfcjvvgakuxwtjagowaln
25212731,[25210491],100000,inf,1,1,0,0,5987,xwzjagcxajnbtcuyyuybmbutbanwzjfmuvvvjdvyozohrzpaccbduvuvjhivrvfsbzibuiwlpovvsomfoctvrbtbswfozulqyqyzvvvvfcjvvgaox
25212730,[25203606],100000,inf,1,1,0,0,5947,xwtjagcvvowtrvytyuaoajxmvqvywnwyssbmbvvzvivuaokxpwvencmqpcozzublvhfhwennwyabyhusobqzbjxjilccvexbdyyuyzsvvvfcjvvgalbxwpjaqcvwoztrvygyuaoacx
25212728,[25195910],100000,inf,1,1,0,0,5974,xwwjagcvojmvtluyyaybybhtbcneobfiuvuvufvyozdfrkoamsjduvavjimvivrfozbbqpqlpkvekycijcxmvjbbbwnvxxrbmkufzvvvvfcjvvgard
25212727,[25208551],100000,inf,1,1,0,0,5981,xwjjagcvwjzbtljyyaytmbbtzbnojwvusvvvufvyotsqrkotqcwduvcvximvkvasbzipupwlpzvftrfmlonctovnbnbwqveduowyqyzvvvvfcjvvgaoxxpjjagcvajzxwjjagcvajz
25212726,[25208495],100000,inf,1,1,0,0,5950,cxaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaazzublvhfhwbnnwyanddhusobqzljxjilccvexbdyyuyzvvvvfcjvvgapbxwrjagcvvoztrvotyuaoacxxwrjagcvvoztrvytyuaoa
25212723,[25210227],100000,inf,1,1,0,0,5938,vvaqtmvytyyazicxuvzvyqnsmbkbvvzvkvuakkxflsencvxpcoezublvzthwbnnwyucbifesobubjbjilceveobiyydzvvvvfcjvvgabbxwragcxwrjagcxwrjagc
25212722,[25210384],100000,inf,1,1,0,0,5956,gcviovrutvybynaoecfzxvkwwjfmxvvvuzrsoubqthawjywkcowkofsyysdzwexkhvcbyvvszhumkbjxyzlwuqvxxwobjsqyzvvvvfcjvvgambxwajaxwaja
25212721,[25206086],100000,inf,1,1,0,0,5984,xwbjagcvajkbtsuyypybebutebnwojjuvvvvewfpdkckepmbwfuvuvbimfpvepbpirrewlfpcvrbtmljcktmvrbtbsavozudnyqyzvvvvfcjvvgaoxxwbjagcvajk
25212720,[25208247],100000,inf,1,1,0,0,5981,xwtjagcvslhjivybqjaybrvavdulqeusrvovpramjicirryjodciypzcpivokvffkupsscocsiokrtaubsbvlcbvnpbudvjakczvvvvfcjvvgaiy
25212719,[25210414],100000,inf,1,1,0,0,5982,xwjjagcvafnbtlbyyayvbbntbbnwojftuyvvnsvrozicrkntmxwhuhuvbkmvyvtrbxibupwlpcvfcsmjjktmvrbtbwwvlzuzoyqyzvvvvfcjvvgaoxxwjjazcvafn
25212717,[25199840],100000,inf,1,1,0,0,5979,xwqjagcvojxbtleyyyybmbumbbnwovfduvvvysvyozdcrkotmcwdrvuvrimvyvusbzqpcpwlpcvfcsmljctmvnbtbejvojzudmyqyzvvvvfcjvvgapw
25212716,[25208925],100000,inf,1,1,0,0,5970,xwljagcvojnvcluyyaybybhibrlwobfidvuvufvytzddrkoamcjduvavjbvivasobbuptjaffcsuiictmvqbtbwwvoxlpmyqmzvvvvfcjvvgaroxwlmagc
25212715,[25210419],100000,inf,1,1,0,0,5985,xwjjagcvajnbtlukypysebutbbnwkjfuvvvneyfpdkckefmacfuvuvbvmfpvtpypiqrpblpcvrksmljctmvrbtbsavozudnyqyzvvvvfcjvvgaoxxwjjagc
25212714,[25209182],100000,inf,1,1,0,0,5986,xwbjagcvslnawqybyjayjvsvkawmqcdsrvbvmoysmiiciapbjomciqlzcpwvorvwokucsscocyiokitabpsbvlcmvzptbdvaalczvvvvfcjvvgaij
25212712,[25202172],100000,inf,1,1,0,0,5980,xwqjagcvojxbtleyyyybmnumbbnwovfhuvvvyjvyozdcrkotmcwdrvuvrimvyvusbzqpcpwlpcvfcsmljctmvnbtbejvojzudmyqyzvvvvfcjvvgapy
25212711,[25206803],100000,inf,1,1,0,0,5989,xwtjagcxshnanvybyjjybvzvkvduljcbsrcbvfpuavjicijyvomcinlmcpavotvffkupskcocsiokqtaubkovlcbvnptudvyjlqzvvvvfcjvvgacpxwtjagc
25212709,[25206805],100000,inf,1,1,0,0,5984,xwtjagcvslnawvybyjaybvsvkdwlqcdsrvbvmomamoiciapujomcizszcpwvokvdokucsscocsiokitabpsbvlcbvuptidvjolezvvvvfcjvvgaji
25212706,[25210727],100000,inf,1,1,0,0,5979,xwjjagcvajyluluyyaydmbmtrtowojfmmuvnufkozpcrlpawctduvavhimvlvcsnzibupwlbupvfcscbjcsmvqbkewxvotfppyqyzvvvvfcjvvgazoxwjjagcvajyxwjjagcvaky
25212703,[25210623],100000,inf,1,1,0,0,5989,xwtjagcvsvnuzvybyjaybvrvkvdflqcbsrbbvbdmamjizparypodciylzcpaokvffkwpsscocliopltfumsbvjcbvnpiudvprbczvvvvfcjvvgaoy
25212702,[25208137],100000,inf,1,1,0,0,5974,xwtjagcvajzbtajyyaybmjutdbuwjwfcovvcuvylzdbrkoaqcwdcvuvximvyvasbzipupwlpcvftrmllctdvfbtbwjvzuomyqyzvvnvfcjvvgaox
25212701,[25210592],100000,inf,1,1,0,0,5984,xwtjagcvslhjivyzqjxybrvjvdulqeusrvovfpyamieciyryjodciypzcivkvkfkupsscocsiokrtaubsbvlcbvnpoudvjakczvvvvfcjvvgyiycwgjagcxwtjagc
25212699,[25200397],100000,inf,1,1,0,0,5971,xwljagcvojnvcluyyaybybhibrlwobfiuvbvufvybzdsrkoaycjduvavwbvamasozbbuptozffksuiictmvqbtbwwvoxlpmyqmzvvvvfcjvvgaroxwlmagc
25212698,[25210201],100000,inf,1,1,0,0,5945,xrjagcvjvkjtmvyyuaaayxuvqvyswwmsbkbvvzvvsaozcflvencvxploczubsixwdwbnnwjhcbyfusomxabymjilcfeebfiyyuyzvvvvfcjvvgabu
25212696,[25210060],100000,inf,1,1,0,0,5948,xwjjagcvvoztrvytyuaoajxmvqvywnwysnbcbvvzvivuaokxpyvencvqpcozzublvhfhwbnnwnacbyhusobqmbjxjilccvexbdyyuyzvvvvfcjvvgalbxwrjagcvwoztruytyuaoacx
25212692,[25211225],100000,inf,1,1,0,0,5986,xwtjawcvslnanvybyjjybvrvkveulucuseyuvfpmamjiciaryvomcislmcpavmtvtfkupskcociiokltaubsovlvbvnptudvyalqzvvvvfcjvvgacp
25212690,[25200049],100000,inf,1,1,0,0,5983,xwtjagcvqfnanvybyjaybvrvkvdulqcusrvbvfduamjicicryodsiylzcpavokvffkuqrslocmiloaltaubsbvlczvntuqvprkczvvvvfcjvvgaiyxwtjagc
25212689,[25208696],100000,inf,1,1,0,0,5986,xwtjagcvslnanvybyjaybvrvkvdulqcqsrvbvbdfamjiciiryjodciylzcpaokvrfknpsscocriiprtaubsbvlcbvnptudvprkczvvvvfcjvvgapy
25212688,[25197483],100000,inf,1,1,0,0,5982,xwtjagcvslnanvyfyjaybvbvbvdulqcudrvbvbdmamjizinrdpodciylzcpavokvhfkupsscocsixkltaubbwvxcbvnptudverkczvvvvfcjvvgaop
25212687,[25200679],100000,inf,1,1,0,0,5969,xwbpjagcvdarbvyvyymydfvlhvzdoyafwcfvvhcpvotcmcrtwwkcqpvzxuwydvlsdspsqoxaviioukpwvdvnnaxuacurdicryqyzvsvvfcjvvgapdxwbpjagcvdarb
25212686,[25204501],100000,inf,1,1,0,0,5993,xwtjagcvmlnonvyhyjiybvrvkvjulqccsribvfpfamjiciryvomcinlmcpakstvbfkupskcocsivokqtausqtvlcbvnptudvyalqzvvvvfcjvvgacj
25212685,[25210652],100000,inf,1,1,0,0,5962,vzvdmiayxjcqtatctcpcealzphmvydviokypzoclcweinlmlcznbedcnvzkoqnvzalqzvvvvfcjvvgaxxxwtjagcvvlnvonvyhytwybvpvavxllwmamy
25212684,[25210817],100000,inf,1,1,0,0,5988,zodyyqyzvvvvfcjvvgaoxxwjjagcvajnxwjjagcvajnwwjjagcvajnbtluyypbbebutbnnwyrbuuvvvniwfpdkpckepmcwfuvuveimfpvtpbpirrrwlpcvrbsmljctmnibtblavo
25212677,[25208607],100000,inf,1,1,0,0,5983,xwmjagcvslnanvybrjayrvrvqvdulqcusrabvfpmamjiciaruvoycanlmcpavotvffupescocsiokltaubsfvacbvnptkdvjaxezvvvvfcjvvgacpxwtjagc
25212674,[25210829],100000,inf,1,1,0,0,5976,xwjjagcvafzxwjjagcvafzbknmyymyqfbutzbkwowftdwvvfvylmcvcrkmazcwdivivqctvwvnsbzmyupwlpcvftsmyjcasvibtbwovewuomyqyzvvvvfcjvvgaox
25212673,[25204477],100000,inf,1,1,0,0,5973,xwjjagcvajzjtljyyaypfzutybnwoxfpqvvvufvwwzccrkmaccxrvvxvximvwmascltyjpklpcvftsdocjctsvixsbwwvrwuomyqyzvvvvfcjvvgaoxxwjjagcvajz
25212672,[25206325],100000,inf,1,1,0,0,5963,xwbpjagcvdflwvrpyymwsdvlvaxfyaawcxvvdjcvousmczkwaicqyjxzewyuvlsdxtsqioaviyiouppkvdvqejxussrrdicyyquzvvvvfcjvvgapx
25212670,[25200268],100000,inf,1,1,0,0,5980,xwtjagcvsinanvybyxaylvfvkvduyncubevavmpmaxxiciarbqomciqlzfpivtkvwfkunssconsibkltabpabvlcwvzpjuavjalszvvvvfcjvvgaiy
25212667,[25206332],100000,inf,1,1,0,0,5986,xwjjagcvafkbtlbyyayvmxrtbbnwojfmuvvvnjvyoztmrznumcwelhuvnkcvkefslxiqupwlpcvfcsmljctqvrbtbwwvlzudoyqyzvvvvfcjvvgaoxjwjtagcvafu
25212665,[25210607],100000,inf,1,1,0,0,5979,xwtjagcvalfhmrbzybaybwqutbknwojtxxvvvkfvyozfovoxmcwddvvozjlyvlsludfylkrcvfmzmujcbwvwbiufpvlokciyqyzfvvvfcjvvgdduxwtjaglvaln
25212664,[25210593],100000,inf,1,1,0,0,5985,xwtjagcvsinacvybyjaybvrvkvdulqcusradvfpmamjijibsyvomciyezcpavokvffknpslcocsiakltacbtbvjcbvnptudvkalczvvvvfcjvvgaiy
25212663,[25210547],100000,inf,1,1,0,0,5986,vsinavvybyxaybvrvkvdulqcusevpvmiqmaxxiciarbjomccjlzcpavokvffkunsscoeseoklabpsbvlcbvmytudvjalczvvvvfcjvvgaivxwtjagc
25212659,[25211302],100000,inf,1,1,0,0,5976,zipupwlprvftrmljctovfbtbwjyezuqmyqyzvvvvfcjvvgaoxxwtjagcvzjzbtljyyaybmxutzbnwjwfcwvvvufvyvzdcrkoaqcwdcvuvximvyvasb
25212658,[25210697],100000,inf,1,1,0,0,5975,xwjjagcvafzbtnmyymyqfbutzbkwowftdwvvhfvylmcvcrkmazcwdivivqcmvwvnsbzmyupwlpcvftsmyjcasvibtbwovewuomyqyzvvvvfcjvvgaoxxwjjagcvakz
25212655,[25210937],100000,inf,1,1,0,0,5975,xwxjagcvajblfluyybybmbhtbpwwojfzuvvvufyozrcrkohmcwcuvavijvbvasozibepwnpcvrpsnbfctmvqbtbzjbozdpqxqyzvvvvfcjvvgazo
25212653,[25210435],100000,inf,1,1,0,0,5981,xwqjagcvajxbtleyyyybmbumbbnwovfduvvvysvyozdcrkotmcwdrvuvrimvyvusbzqpcpwlpcvfcsmljctmvnbtbejvojzudmyqyzvvvvfcjvvgapy
25212652,[25209283],100000,inf,1,1,0,0,5977,xwljagcvajabtwjyyaybnrulzbnwowflivvvifvylswcrkoaccwdivjvxisvyvarxzkmupwlpxvfzfmijolovrbtbwwveeuujyqyzvvvvfcjvvgaox
25212649,[25205625],100000,inf,1,1,0,0,5970,xwjjagcvkjabteyyaybfbuyzbddowzlfvuvufvylzxcrkmacfnfivxvximvwvasbzibupwlpcvftwmdoctsvibtbwwequomyqyzvvvvfcjvvgrooxwjjagc
